"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NTUKQJAK","journalArticle","1986","Park, B. K.; Maggs, J. L.","Inter-individual variation in the metabolism of ethynylestradiol","Progress in Clinical and Biological Research","","0361-7742","","","","1986","2023-08-21 22:03:19","2023-09-01 10:37:34","","289-302","","","214","","Prog Clin Biol Res","","","","","","","","eng","","","","","PubMed","","PMID: 3725765","","","http://www.ncbi.nlm.nih.gov/pubmed/3725765","Humans; Female; Kinetics; Protein Binding; Drug Interactions; Polymorphism, Genetic; Microsomes, Liver/metabolism; Inactivation, Metabolic; Ethinyl Estradiol/administration & dosage/blood/*metabolism","Microsomes, Liver; Ethinyl Estradiol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANFMFA5Y","journalArticle","1983","Orme, M. L.; Back, D. J.; Breckenridge, A. M.","Clinical pharmacokinetics of oral contraceptive steroids","Clinical Pharmacokinetics","","0312-5963","10.2165/00003088-198308020-00001","","","1983","2023-08-21 20:21:04","2023-09-01 10:37:23","","95-136","","2","8","","Clin Pharmacokinet","","","","","","","","eng","","","","","PubMed","","PMID: 6342899","","","http://www.ncbi.nlm.nih.gov/pubmed/6342899","Humans; Female; Kinetics; Biology; Protein Binding; Drug Interactions; Lactation; Intestinal Absorption; Biotransformation; Biological Availability; Tissue Distribution; Physiology; Contraceptive Agents; Family Planning; Metabolic Effects; Contraceptive Agents--pharmacodynamics; Contraceptive Methods--pharmacodynamics; Maternal Physiology; Norethindrone Acetate; *Contraception; *Contraceptive Agents, Estrogen; *Contraceptive Agents, Progestin; *Ethinyl Estradiol--pharmacodynamics; *Norethindrone--pharmacodynamics; *Reproductive Control Agents; *Levonorgestrel--pharmacodynamics; *Mestranol--pharmacodynamics; *Contraceptive Agents, Female; *Oral Contraceptives--pharmacodynamics; Contraceptives, Oral/*metabolism; Contraceptives, Oral, Hormonal/*metabolism; *Ethynodiol Diacetate--pharmacodynamics; *Human Milk--analysis; *Lynestrenol--pharmacodynamics; *Norethynodrel--pharmacodynamics; Milk, Human/metabolism","Contraception; Contraceptives, Oral, Hormonal; Contraceptives, Oral; Contraceptive Agents, Estrogen; Contraceptive Agents, Female; Contraceptive Agents, Progestin; Milk, Human; Ethinyl Estradiol--pharmacodynamics; Ethynodiol Diacetate--pharmacodynamics; Human Milk--analysis; Levonorgestrel--pharmacodynamics; Lynestrenol--pharmacodynamics; Mestranol--pharmacodynamics; Norethindrone--pharmacodynamics; Norethynodrel--pharmacodynamics; Oral Contraceptives--pharmacodynamics; Reproductive Control Agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KCKGCCT","journalArticle","1982","Fotherby, K.","Pharmacokinetics of ethynyloestradiol in humans","Methods and Findings in Experimental and Clinical Pharmacology","","0379-0355","","","","1982","2023-08-21 20:20:52","2023-09-01 10:29:05","","133-141","","2","4","","Methods Find Exp Clin Pharmacol","","","","","","","","eng","","","","","PubMed","","PMID: 6750279","","","http://www.ncbi.nlm.nih.gov/pubmed/6750279","Humans; Kinetics; Protein Binding; Drug Interactions; Tissue Distribution; Absorption; Family Planning; Metabolic Effects; Contraceptive Agents--pharmacodynamics; Contraceptive Agents--side effects; Contraceptive Methods--side effects; *Contraception; *Ethinyl Estradiol--pharmacodynamics; *Reproductive Control Agents; Ethinyl Estradiol/blood/*metabolism; *Contraceptive Agents, Estrogen--side effects; *Contraceptive Agents, Female--side effects; *Oral Contraceptives--side effects","Contraception; Ethinyl Estradiol; Ethinyl Estradiol--pharmacodynamics; Reproductive Control Agents; Contraceptive Agents, Estrogen--side effects; Contraceptive Agents, Female--side effects; Oral Contraceptives--side effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8DTTBUW","journalArticle","1991","Shenfield, G. M.; Griffin, J. M.","Clinical pharmacokinetics of contraceptive steroids. An update","Clinical Pharmacokinetics","","0312-5963","10.2165/00003088-199120010-00002","","The present article should be read in conjunction with the original review published in the Journal in 1983. There is no new information of major significance about the pharmacokinetics of levonorgestrel, norethisterone (norethindrone) or ethinylestradiol, although it has been shown that the concentrations of these hormones secreted in breast milk are small and mothers taking combined oral contraceptive steroids may breast-feed safely. Both levonorgestrel and ethinylestradiol can be successfully administered from appropriate vaginal formulations, but no clear advantages over oral administration have been demonstrated. Several new progestogens have been investigated. Desogestrel is a prodrug for its active metabolite 3-keto-desogestrel, gestodene is itself an active progestogen and norgestimate is a prodrug acting by conversion to norgestrel and its metabolites. All 3 compounds have good bioavailability with wide intersubject variation. The newer progestogens, like norethisterone and levonorgestrel, are bound to sex hormone binding globulin (SHBG). This causes their plasma concentrations to increase with time, since SHBG is induced by ethinylestradiol even in doses of 30 micrograms daily. The binding capacity and affinity of SHBG do not increase in direct proportion to its concentration. Further drug interactions with oral contraceptive steroids have been described. Contraceptive steroids may inhibit hepatic microsomal enzyme metabolism and increase the plasma concentration and effect of some tricyclic antidepressants, the hydroxylated benzodiazepines, some beta-blocking drugs, methylxanthines, prednisolone and cyclosporin. There are no significant effects on vitamins. Oral contraceptive steroids induce glucuronidation and hence decrease plasma concentrations of some benzodiazepines, clofibric acid, paracetamol (acetaminophen) and possibly morphine. The plasma concentration of ethinylestradiol may be increased by competitive sulphation with paracetamol. Plasma concentrations of contraceptive steroids are decreased by griseofulvin, which induces their hepatic metabolism. The role of other antibiotics remains controversial but there is probably a group of susceptible women who have lower plasma contraceptive hormone concentrations and experience breakthrough bleeding or pregnancy when given broad spectrum antibiotics. This may relate to interruption of the enterohepatic recirculation of ethinylestradiol. Anticonvulsants, other than valproic acid, all induce contraceptive steroid metabolism and therefore lower plasma hormone concentrations, thus reducing contraceptive effectiveness.","1991-01","2023-08-21 20:18:05","2023-09-01 10:38:37","","15-37","","1","20","","Clin Pharmacokinet","","","","","","","","eng","","","","","PubMed","","PMID: 2029800","","","http://www.ncbi.nlm.nih.gov/pubmed/2029800","Humans; Female; Drug Interactions; Pregnancy; Contraceptives, Oral, Hormonal/*pharmacokinetics; Steroids/pharmacokinetics","Contraceptives, Oral, Hormonal; Steroids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B93BBEEK","journalArticle","2021","Moreira de Brito, Claudia; de Melo, Maria Edna; Mancini, Marcio C.; Santo, Marco Aurelio; Cercato, Cintia","Pharmacokinetics of oral levonorgestrel and ethinylestradiol in women after Roux-en-Y gastric bypass surgery.","Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery","","1878-7533 1550-7289","10.1016/j.soard.2020.12.007","","BACKGROUND: Most patients undergoing Roux-en-Y gastric bypass (RYGB) are women in reproductive age. It is not known if bariatric surgery affects the  pharmacokinetics of oral contraceptives. OBJECTIVES: The primary objective was to  evaluate ethinylestradiol (EE) and levonorgestrel (LNG) absorption in women  undergoing RYGB, compared with nonoperated controls matched by age and body mass  index (BMI). A secondary objective was to assess whether the time since surgery  and BMI in the postoperative period influenced the absorption parameters.  SETTING: University hospital, Brazil. METHODS: This study was designed to compare  the maximum plasma concentration (C(max)), the time to the peak plasma level  (T(max)), the area under the curve (AUC(0-8) and AUC(0-∞)) after a single dose of  a combined oral contraceptive with 0.03 mg EE and 0.15 mg LNG among 20 women  after RYGB and 20 controls. Blood samples were obtained for 8 hours. RESULTS: The  mean LNG AUC(0-8) and LNG AUC(0-∞) were higher in RYGB group (P = .048 and P =  .004, respectively). We found a positive correlation for LNG AUC(0-8) (P = .045)  and AUC(0-∞) (P = .004) and the time since surgery, and we found a negative  correlation for LNG C(max) (P = .018), AUC(0-8) (P = .003), and AUC(0-∞) (P =  .001) and BMI. CONCLUSION: No significant differences were found in oral EE  pharmacokinetics. The operated group showed higher mean LNG AUC(0-8) and AUC(0-∞)  but it was not considered clinically significant. The present study suggests that  RYGB may not affect EE and LNG absorption.","2021-04","2023-09-01 09:20:11","2023-09-01 10:37:11","","673-681","","4","17","","Surg Obes Relat Dis","","","","","","","","eng","Copyright © 2020 American Society for Bariatric Surgery. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 33547015","","","","Humans; Male; Female; Pharmacokinetics; Contraceptives, Oral, Combined; Absorption; Brazil; *Gastric Bypass; Obesity; Roux-en-Y gastric bypass; Ethinyl Estradiol; Levonorgestrel; Bariatric surgery; *Levonorgestrel; Combined oral contraceptive; Ethinylestradiol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU4US8PT","journalArticle","1997","Stanczyk, F. Z.","Pharmacokinetics of the new progestogens and influence of gestodene and desogestrel on ethinylestradiol metabolism.","Contraception","","0010-7824","10.1016/s0010-7824(97)00030-9","","The purpose of the present report is to summarize the most important pharmacokinetic features of the new progestogens. In addition, the question of  whether or not gestodene, in comparison to desogestrel, has an influence on the  pharmacokinetics of ethinylestradiol (EE2) will be addressed.","1997-05","2023-09-01 09:20:11","2023-09-01 10:39:02","","273-282","","5","55","","Contraception","","","","","","","","eng","","","","","","","Place: United States PMID: 9220223","","","","Humans; Female; Kinetics; Desogestrel/*adverse effects/pharmacokinetics; Ethinyl Estradiol/*metabolism; Norgestrel/analogs & derivatives/pharmacokinetics; Norpregnenes/*adverse effects/pharmacokinetics; Progesterone Congeners/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6T59WBU","journalArticle","1998","LeBel, M.; Masson, E.; Guilbert, E.; Colborn, D.; Paquet, F.; Allard, S.; Vallée, F.; Narang, P. K.","Effects of rifabutin and rifampicin on the pharmacokinetics of ethinylestradiol and norethindrone.","Journal of clinical pharmacology","","0091-2700","10.1177/009127009803801109","","This open-label, randomized, three-way crossover study of 28 healthy premenopausal women was conducted to compare the impact of concomitant rifabutin  and rifampicin on the safety, pharmacokinetics, and pharmacodynamics of the oral  contraceptives ethinylestradiol and norethindrone (Ortho-Novum 1/35; Ortho  Pharmaceutical, Raritan, NJ). Each participant received oral contraceptives daily  for 21 days for the first control cycle, then was randomized to one of two  sequences to receive oral contraceptives with concomitant rifampicin and  rifabutin at equal doses of 300 mg/day for 10 days. Ethinylestradiol,  norethindrone, follicle stimulating hormone (FSH), luteinizing hormone (LH),  progesterone, rifampicin, and rifabutin (and metabolite) were measured in plasma  over the same time frames in all three cycles. Safety was assessed from before  the beginning to the end of each cycle. Twenty-two subjects completed all three  cycles. Compared with the control cycle, rifabutin and rifampicin significantly  altered the disposition of the oral contraceptive. Area under the  concentration-time curve from 0 to 24 hours (AUC0-24) and maximum plasma  concentration (Cmax) of ethinylestradiol decreased by 64% and 42%, respectively,  after coadministration with rifampicin and by 35% and 20%, respectively, after  coadministration with rifabutin. The AUC0-24 of norethindrone decreased by 60%  and 20% after coadministration with rifampicin and rifabutin, respectively.  Unlike progesterone levels, FSH and LH levels increased during coadministration  with rifampicin and rifabutin. The incidence of spotting was significantly higher  after coadministration with rifampicin (36.4%) and rifabutin (21.7%) than during  the control cycle (3.7%). Although both rifampicin and rifabutin affected the  pharmacokinetics of ethinylestradiol and norethindrone, the magnitude of this  effect was more pronounced with rifampicin. Likewise, the fact that the highest  incidence of spotting occurred with rifampicin was consistent with higher  metabolic induction by rifampicin. Despite the fact that there was no change in  progesterone levels, it is recommended that patients be advised to use additional  contraceptive methods while receiving rifabutin or rifampicin with oral  contraceptives to prevent inadvertent pregnancy.","1998-11","2023-09-01 09:20:11","2023-09-01 10:34:25","","1042-1050","","11","38","","J Clin Pharmacol","","","","","","","","eng","","","","","","","Place: England PMID: 9824786","","","","Adolescent; Adult; Humans; Female; Middle Aged; Area Under Curve; Cross-Over Studies; Follicle Stimulating Hormone/blood; Ethinyl Estradiol/*pharmacokinetics; Anti-Bacterial Agents/pharmacokinetics/*pharmacology; Contraceptives, Oral, Synthetic/*pharmacokinetics; Fever/chemically induced; Luteinizing Hormone/blood/drug effects; Neutropenia/chemically induced; Norethindrone/*pharmacokinetics; Rifabutin/analogs & derivatives/pharmacokinetics/*pharmacology; Rifampin/pharmacokinetics/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNIBVR4Y","journalArticle","2014","Crauwels, Herta M.; van Heeswijk, Rolf P. G.; Buelens, Annemie; Stevens, Marita; Hoetelmans, Richard M. W.","Lack of an effect of rilpivirine on the pharmacokinetics of ethinylestradiol and norethindrone in healthy volunteers.","International journal of clinical pharmacology and therapeutics","","0946-1965","10.5414/CP201943","","Rilpivirine is a human immunodeficiency virus Type 1 (HIV-1) non-nucleoside reverse transcriptase inhibitor. OBJECTIVE: Rilpivirine metabolism involves  cytochrome P450 3A4 (CYP3A4). This trial (ClinicalTrials. gov number:  NCT00739622) evaluated the interaction between rilpivirine and  ethinylestradiol/norethindrone (combination oral contraceptives), which are  metabolized by multiple pathways, including CYP3A4. METHODS: During three  consecutive 28-day cycles, 18 HIV-negative females received once-daily  ethinylestradiol (35 μg)/norethindrone (1 mg) (Days 1 - 21); Days 22 - 28 were  pill-free. Only in Cycle 3 was once-daily rilpivirine (25 mg) co-administered  (Days 1 - 15). Minimum and maximum plasma concentrations (Cmin; Cmax) and area  under the plasma concentration-time curve over 24 hours (AUC24h) of  ethinylestradiol/norethindrone (Day 15, Cycles 2 and 3) and rilpivirine (Day 15,  Cycle 3) were evaluated. RESULTS: Rilpivirine coadministration had no effect on  (least square mean ratio, 90% confidence interval) ethinylestradiol Cmin (1.09,  1.03 - 1.16) or AUC24h (1.14, 1.10 - 1.19), but increased Cmax by 17% (1.17, 1.06  - 1.30), which is unlikely to affect ethinylestradiol pharmacodynamics.  Norethindrone pharmacokinetics were unaffected by rilpivirine (AUC24h: 0.89, 0.84  - 0.94; Cmin: 0.99, 0.90 - 1.08; Cmax: 0.94, 0.83 - 1.06). Steady-state  rilpivirine pharmacokinetics with ethinylestradiol/norethindrone was comparable  with historical data for rilpivirine alone. Rilpivirine with  ethinylestradiol/norethindrone was generally well tolerated. No new safety events  were identified. CONCLUSIONS: Co-administration of rilpivirine, at the  therapeutic dosing regimen, with ethinylestradiol/norethindrone does not affect  hormone pharmacokinetics, and is, therefore, unlikely to affect the efficacy or  safety of this oral hormonal contraceptive. Rilpivirine pharmacokinetics was not  affected by ethinylestradiol/norethindrone. Rilpivirine (25 mg once daily) can be  co-administered with ethinylestradiol/norethindrone-based contraceptives without  dose modification.","2014-02","2023-09-01 09:20:11","2023-09-01 10:27:07","","118-128","","2","52","","Int J Clin Pharmacol Ther","","","","","","","","eng","","","","","","","Place: Germany PMID: 24161160","","","","Adult; Humans; Female; Drug Interactions; Area Under Curve; Healthy Volunteers; Drug Combinations; Anti-HIV Agents/*pharmacology; Rilpivirine; Contraceptives, Oral, Hormonal/*pharmacokinetics; Ethinyl Estradiol/adverse effects/*pharmacokinetics; Nitriles/adverse effects/pharmacokinetics/*pharmacology; Norethindrone/adverse effects/*pharmacokinetics; Pyrimidines/adverse effects/pharmacokinetics/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35RDEMAG","journalArticle","1983","Stanczyk, F. Z.; Mroszczak, E. J.; Ling, T.; Runkel, R.; Henzl, M.; Miyakawa, I.; Goebelsmann, U.","Plasma levels and pharmacokinetics of norethindrone and ethinylestradiol administered in solution and as tablets to women.","Contraception","","0010-7824","10.1016/0010-7824(83)90065-3","","Twenty-four normal adult female volunteers were dosed orally with a solution and tablet formulation containing the contraceptive combination of norethindrone  (NET, 1.0 mg) and ethinylestradiol (EE2, 0.12 mg) in a crossover bioequivalence  study. Blood was sampled sequentially following single oral doses and the plasma  separated for analysis of NET and EE2 by specific radioimmunoassays. Comparisons  of both drugs following a dose in solution and tablets were made with respect to  the following parameters: (a) plasma concentrations at each sample time; (b)  maximum plasma concentration (Cpmax); (c) time to maximum plasma concentration  (Tmax); (d) total area under the plasma concentration vs. time curve (AUC), and  (e) plasma half-life (t1/2). It was found that the tablet and solution doses were  bioequivalent with respect to EE2 absorption. However, absorption of NET from  solution and tablet doses exhibited significant differences with respect to  plasma levels at certain time points as well as AUC (which were higher following  the tablet dose), but Cpmax, Tmax and t1/2 were not significantly different.  Pharmacokinetic analysis of both drugs following the tablet dose was carried out  using a two-compartment open model. The absorption rate constant (ka) and  peripheral to central compartment transfer rate constant (k21) were similar for  NET and EE2, but statistically significant differences were observed with respect  to the distribution rate constant (alpha), the central to peripheral transfer  rate constant (k12), the overall elimination rate constant (ke1), and volume of  distribution (V1/F). The elimination rate constant (beta) for both drugs showed a  difference of borderline statistical significance.","1983-09","2023-09-01 09:20:11","2023-09-01 10:38:58","","241-251","","3","28","","Contraception","","","","","","","","eng","","","","","","","Place: United States PMID: 6641224","","","","Adolescent; Adult; Humans; Female; Kinetics; Middle Aged; Body Weight; Age Factors; Tablets; Radioimmunoassay; Solutions; Adsorption; Examinations And Diagnoses; Family Planning; Laboratory Examinations And Diagnoses; Contraceptive Agents--pharmacodynamics; *Contraception; *Contraceptive Agents, Estrogen; *Contraceptive Agents, Progestin; *Ethinyl Estradiol--administraction and dosage; *Ethinyl Estradiol--analysis; *Ethinyl Estradiol--pharmacodynamics; *Laboratory Procedures; *Norethindrone--administraction and dosage; *Norethindrone--analysis; *Norethindrone--pharmacodynamics; *Reproductive Control Agents; Contraceptive Agents--administraction and dosage; Contraceptive Agents--analysis; Contraceptive Agents, Female--administraction and dosage; Contraceptive Agents, Female--analysis; Contraceptive Agents, Female--pharmacodynamics; Ethinyl Estradiol/administration & dosage/*blood; Norethindrone/administration & dosage/*blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7EUM4J7","journalArticle","1992","Carol, W.; Klinger, G.; Jäger, R.; Kasch, R.; Brandstädt, A.","Pharmacokinetics of ethinylestradiol and levonorgestrel after administration of two oral contraceptive preparations.","Experimental and clinical endocrinology","","0232-7384","10.1055/s-0029-1211124","","Serum concentration profiles and pharmacokinetic parameters (cmax, tmax, AUC24, AUC0-00, MRT) of ethinylestradiol (EE2) and levonorgestrel (LNG) were obtained  following administration of two combined oral contraceptives. The constituents of  the preparations were as follows: Gravistat (0.05 mg EE2, 0.125 mg LNG);  Minisiston (0.03 mg EE2, 0.125 mg LNG). In 20 of the volunteers blood samples  were taken before and up to 36 hours following the intake of a single table. In  11 women the investigation was carried out at day 21 of a treatment cycle  (steady-state condition). In spite of pronounced interindividual variations of  the pharmacokinetic data, a clear dependency of EE2 concentration curves on the  estrogen dose of the respective preparation could be demonstrated. Under the  condition of steady-state (21st day of administration) there was a slight but  significant rise of the EE2 peak serum concentrations and a pronounced increase  of the LNG levels, closely reflected by elevation of the AUC values. SHBG serum  concentration was significantly increased by the 10th day of treatment in all  subjects receiving Gravistat, whereas the mean value in the Minisiston-group did  not remarkably change. Although LNG is known to be bound to SHBG with high  affinity, the missing parallelism between LNG- and SHBG-concentrations suggests  other (additional?) mechanisms for the elevated LNG-binding capacity in women  taking combined EE2-LNG preparations.","1992","2023-09-01 09:20:11","2023-09-01 10:26:41","","12-17","","1","99","","Exp Clin Endocrinol","","","","","","","","eng","","","","","","","Place: Germany PMID: 1628691","","","","Adolescent; Adult; Humans; Female; Time Factors; Administration, Oral; Protein Binding; Dose-Response Relationship, Drug; Contraception; Examinations And Diagnoses; Family Planning; Ethinyl Estradiol-Norgestrel Combination; Contraceptive Agents--pharmacodynamics; *Ethinyl Estradiol--analysis; *Ethinyl Estradiol--pharmacodynamics; Contraceptive Agents--analysis; Contraceptive Agents, Female--analysis; Contraceptive Agents, Female--pharmacodynamics; *Laboratory Examinations And Diagnoses; *Levonorgestrel--analysis; *Levonorgestrel--pharmacodynamics; *Oral Contraceptives--administraction and dosage; Contraceptive Agents, Estrogen--analysis; Contraceptive Agents, Estrogen--pharmacodynamics; Contraceptive Agents, Progestin--analysis; Contraceptive Agents, Progestin--pharmacodynamics; Contraceptive Methods--administraction and dosage; Contraceptives, Oral, Hormonal/*administration & dosage; Ethinyl Estradiol/*administration & dosage/blood/metabolism/*pharmacokinetics; Levonorgestrel/blood/metabolism/*pharmacokinetics; Norgestrel/*administration & dosage; Sex Hormone-Binding Globulin/analysis/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
