"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZQN7ZVZQ","journalArticle","2022","Ernst, Michael E.; Fravel, Michelle A.","Thiazide and the Thiazide-Like Diuretics: Review of Hydrochlorothiazide, Chlorthalidone, and Indapamide","American Journal of Hypertension","","1941-7225","10.1093/ajh/hpac048","","The term thiazide is universally understood to refer to diuretics that exert their principal action in the distal tubule. The thiazide class is heterogenous and can be further subdivided into compounds containing the benzothiadiazine ring structure-the thiazide-type (e.g., hydrochlorothiazide)-and those lacking the benzothiadiazine ring-the thiazide-like (e.g., chlorthalidone and indapamide) drugs. Thiazide-like agents are longer acting and constitute the diuretics used in most of the cardiovascular outcome trials that established benefits of treatment with diuretics, but pragmatic aspects, such as lack of availability in convenient formulations, limit their use. Regardless of class heterogeneity, thiazides have retained importance in the management of hypertension for over 60 years. They are reliably effective as monotherapy in a majority of hypertensive patients, and augment the efficacy of other classes of antihypertensives when used in combination. Importantly, a thiazide-based treatment regimen lowers cardiovascular events, and their sturdy effect reinforces their place among the recommended first-line agents to treat hypertension in major domestic and international hypertension guidelines. There are few head-to-head comparisons within the class, but potential differences have been explored indirectly as well as in non-blood pressure mechanisms and potential pleiotropic properties. Until proven otherwise, the importance of these differences remains speculative, and clinicians should assume that cardiovascular events will be lowered similarly across agents when equivalent blood pressure reduction occurs. Thiazides remain underutilized, with only about one-third of hypertensive patients receiving them. For many patients, however, a thiazide is an indispensable component of their regimen to achieve adequate blood pressure control.","2022-07-01","2023-08-25 22:08:43","2023-08-25 22:08:43","","573-586","","7","35","","Am J Hypertens","Thiazide and the Thiazide-Like Diuretics","","","","","","","eng","","","","","PubMed","","PMID: 35404993","","","http://www.ncbi.nlm.nih.gov/pubmed/35404993","","Humans; Antihypertensive Agents; Hypertension; blood pressure; hypertension; Diuretics; Hydrochlorothiazide; chlorthalidone; Chlorthalidone; hydrochlorothiazide; indapamide; Indapamide; thiazide diuretic; Thiazides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTQVU88B","journalArticle","2015","Liu, Jian; Wu, Lihua; Hu, Xingjiang; Wu, Guolan; Zheng, Yunliang; Zhou, Huili; Zhai, You; Zhu, Meixiang; ShenTu, Jianzhong","Pharmacokinetic properties and bioequivalence of two irbesartan/ hydrochlorothiazide fixed-dose combination tablets in healthy male Chinese  volunteers.","International journal of clinical pharmacology and therapeutics","","0946-1965","10.5414/CP202208","","OBJECTIVES: The aim of the present study was to compare the pharmacokinetic profiles between a new generic and a branded reference formulation of irbesartan/  hydrochlorothiazide FDC tablets, and to assess the bioequivalence of the two  products in healthy Chinese male volunteers. MATERIALS AND METHODS: 24 male  healthy volunteers participated in the open-label, single-dose,  randomized-sequence, 2-way crossover study. Eligible subjects were randomly  assigned (1:1) to receive a single 300/12.5-mg dose of either the test or  reference formulation followed by a 1-week washout. Blood samples were obtained  before (0 hours) and 0.5, 1, 1.5, 2, 2.5, 3, 4, 5, 6, 8, 12, 24, 36, 48, and 72  hours after dosing. Plasma concentrations of irbesartan and hydrochlorothiazide  were analyzed by two separate validated liquid chromatography/tandem mass  spectrometric (LC-MS/MS) methods. RESULTS: For irbesartan, the 90% confidence  intervals (CIs) of AUC0-t, AUC0-∞, and Cmax were 103.27-116.71%, 105.01-121.47%,  and 84.15-96.88%, respectively. For hydrochlorothiazide, the 90% CIs of AUC0-t,  AUC0-∞, and Cmax were 96.11-109.02%, 95.15-107.35%, and 91.66-101.40%,  respectively. A total of 3 mild AEs were reported in 3 subjects (12.5%).  CONCLUSION: In this study, a single dose (300/12.5-mg) of the test formulation of  irbesartan and hydrochlorothiazide FDC tablet in fasting healthy Chinese male  volunteers met WHO's and China's FDA regulatory criteria for assumption of  bioequivalence to the reference formulation based on AUC and Cmax. Both  formulations were well tolerated.","2015-07","2023-09-05 12:04:13","2023-09-05 14:29:13","","573-581","","7","53","","Int J Clin Pharmacol Ther","","","","","","","","eng","","","","","","","Place: Germany PMID: 25828636","","","","Administration, Oral; Adult; Angiotensin II Type 1 Receptor Blockers/administration & dosage/adverse effects/blood/*pharmacokinetics; Antihypertensive Agents/administration & dosage/adverse effects/blood/*pharmacokinetics; Area Under Curve; Asian People; Biphenyl Compounds/administration & dosage/adverse effects/blood/*pharmacokinetics; China; Chromatography, High Pressure Liquid; Cross-Over Studies; Diuretics/administration & dosage/adverse effects/blood/*pharmacokinetics; Drug Combinations; Drugs, Generic/administration & dosage/adverse effects/*pharmacokinetics; Healthy Volunteers; Humans; Hydrochlorothiazide/administration & dosage/adverse effects/blood/*pharmacokinetics; Irbesartan; Male; Metabolic Clearance Rate; Tablets; Tandem Mass Spectrometry; Tetrazoles/administration & dosage/adverse effects/blood/*pharmacokinetics; Therapeutic Equivalency; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7ZZHEC8","journalArticle","1985","Maggi, G. C.; Donati, C.; Gueli Alletti, D.","Single-dose pharmacokinetics of fenquizone in healthy volunteers.","Arzneimittel-Forschung","","0004-4172","","","A pharmacokinetic study of fenquizone (Idrolone), a thiazide-like diuretic, was conducted with single oral doses in 6 healthy volunteers. The substance thus  administered was readily absorbed from the gut, with peak plasma levels being  detected on average at 3 h after dosing; after that, plasma concentrations of  fenquizone decreased biexponentially in a pattern fitting an open two-compartment  model. Plasma half-life values were 1 h for phase alpha and 17 h for phase beta.  The half-life calculated from urinary concentrations was 18 h. The apparent  distribution volume for phase beta was 686 l; renal clearance was 220 ml/min, and  the absorption constant (Ka) was 1055 h-1. Cumulative urinary excretion accounted  for 53.1% of the administered dose in 72 h. Thus the pharmacokinetic profile of  fenquizone was that of an ""intermediate-acting"" diuretic about half-way between  the short-acting hydrochlorothiazide, chlorothiazide and furosemide and the  long-acting chlorthalidone. In summation, fenquizone is described as a low-dosage  diuretic apparently not conducive to accumulation; its pharmacokinetic profile  qualifies the product particularly well for maintenance therapy, such as is  needed for the management of essential hypertension, both as sole medication and  in fixed-ratio combination with beta-blockers, and at any rate with once-a-day  administration.","1985","2023-09-05 12:04:13","2023-09-05 14:29:53","","994-998","","6","35","","Arzneimittelforschung","","","","","","","","eng","","","","","","","Place: Germany PMID: 4026929","","","","*Sulfonamides; Adult; Blood Pressure/drug effects; Diuretics/*blood/pharmacology/urine; Female; Half-Life; Heart Rate/drug effects; Hemodynamics/drug effects; Humans; Kinetics; Male; Quinazolines/*blood/pharmacology/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KCFMHR3","journalArticle","1998","Weir, S. J.; Dimmitt, D. C.; Lanman, R. C.; Morrill, M. B.; Geising, D. H.","Steady-state pharmacokinetics of diltiazem and hydrochlorothiazide administered alone and in combination.","Biopharmaceutics & drug disposition","","0142-2782","10.1002/(sici)1099-081x(199809)19:6<365::aid-bdd112>3.0.co;2-r","","Diltiazem and hydrochlorothiazide are widely used to treat cardiovascular disease, often in combination. The purpose of this investigation was to determine  whether a drug-drug pharmacokinetic interaction exists between diltiazem and  hydrochlorothiazide. In a randomized, crossover, open study, multiple doses of  diltiazem (60 mg four times daily for 21 doses) and hydrochlorothiazide (25 mg  twice daily for 11 doses) were administered alone and in combination on three  separate occasions to 20 healthy male volunteers. Trough and serial blood samples  were collected and plasma was assayed for diltiazem, hydrochlorothiazide, and  diltiazem metabolites (desacetyldiltiazem and N-desmethyldiltiazem) using HPLC.  Total urine was also collected and quantified for hydrochlorothiazide.  Coadministered hydrochlorothiazide did not significantly (p > 0.05) alter  diltiazem (alone versus combination) steady-state maximum plasma concentration  (Css(max); 145 versus 158 ng mL(-1), respectively), time to maximum plasma  concentration (t(max); 3.0 versus 2.8 h, respectively); area under the plasma  concentration-time curve (AUCss; 688 versus 771 ng x h mL(-1)), oral clearance  (Cl(oral); 96.2 versus 88.0 L h(-1)), or elimination half-life (t(1/2); 5.2  versus 5.2 h). Similarly, administration of diltiazem did not significantly (p >  0.05) influence hydrochlorothiazide (alone versus combination) Css(max) (221  versus 288 ng mL(-1)), t(max) (1.8 versus 2.0 h), AUCss (1194 versus 1247 ng x h  mL(-1)), Cl(oral) (22.4 versus 21.2 L h(-1)); t(1/2) (9.8 versus 9.6 h), or renal  Cl (15.5 versus 15.2 L h(-1)). In conclusion, a clinically significant  pharmacokinetic interaction between diltiazem and hydrochlorothiazide does not  exist.","1998-09","2023-09-05 12:04:13","2023-09-05 14:45:49","","365-371","","6","19","","Biopharm Drug Dispos","","","","","","","","eng","","","","","","","Place: England PMID: 9737817","","","","Adult; Antihypertensive Agents/administration & dosage/*pharmacokinetics; Area Under Curve; Calcium Channel Blockers/administration & dosage/*pharmacokinetics; Cross-Over Studies; Diltiazem/administration & dosage/*pharmacokinetics; Diuretics; Drug Combinations; Drug Interactions; Half-Life; Humans; Hydrochlorothiazide/administration & dosage/*pharmacokinetics; Male; Sodium Chloride Symporter Inhibitors/administration & dosage/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"826F2L9C","journalArticle","1983","Krause, W.; Lennert, C.","Pharmacokinetics of mepindolol administered alone and in combination with hydrochlorothiazide--a bioequivalence study.","Biopharmaceutics & drug disposition","","0142-2782","10.1002/bdd.2510040406","","The bioavailability and pharmacokinetics of 10 mg of mepindolol sulphate and of 25 mg of hydrochlorothiazide were compared in a cross-over design in five healthy  volunteers after the administration of either the single drugs (Corindolan and  Esidrix) or in combination (Tenesor). Maximum concentrations of mepindolol in the  plasma of 25 ng ml-1 were achieved 1.6 h after both treatments and the half-life  of disposition was calculated to be 4-5 h, being somewhat longer after the  combination tablet. The amount of hydrochlorothiazide renally eliminated up to 48  h after drug intake was about 60 per cent of the dose. The half-life of renal  excretion was 3 h. The two formulations of mepindolol sulphate and  hydrochlorothiazide proved to be bioequivalent with a tendency to better  mepindolol bioavailability in the combination form.","1983-12","2023-09-05 12:04:13","2023-09-05 14:27:23","","339-345","","4","4","","Biopharm Drug Dispos","","","","","","","","eng","","","","","","","Place: England PMID: 6689277","","","","Adult; Biological Availability; Drug Combinations/metabolism; Female; Half-Life; Humans; Hydrochlorothiazide/*metabolism/pharmacology; Kinetics; Male; Pindolol/*analogs & derivatives/metabolism/pharmacology; Therapeutic Equivalency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTAFFZFH","journalArticle","2007","Shoaf, Susan E.; Bramer, Steven L.; Bricmont, Patricia; Zimmer, Christopher A.","Pharmacokinetic and pharmacodynamic interaction between tolvaptan, a non-peptide AVP antagonist, and furosemide or hydrochlorothiazide.","Journal of cardiovascular pharmacology","","0160-2446","10.1097/FJC.0b013e318074f934","","The pharmacokinetic and pharmacodynamic interactions between tolvaptan and furosemide or hydrochlorothiazide (HCTZ) were determined in a single-center,  randomized, open-label, parallel-arm, 3-period crossover study conducted in  healthy white (Caucasian) men. A total of 12 subjects were enrolled in the study,  with 6 subjects assigned to each of two treatment arms. Subjects in Arm 1  received 30 mg of tolvaptan, 80 mg of furosemide, and 30 mg of tolvaptan + 80 mg  of furosemide. Subjects in Arm 2 received 30 mg of tolvaptan, 100 mg of HCTZ, and  30 mg pf tolvaptan + 100 mg of HCTZ. Doses were separated by a 48-hour washout.  Blood and urine samples were collected at scheduled timepoints during the 24  hours after administration of study drug for the determination of pharmacokinetic  and pharmacodynamic parameters. No clinically significant changes were noted in  the pharmacokinetic profiles of tolvaptan and furosemide or tolvaptan and HCTZ  when coadministered. Free water clearance, 24-hour urine volume, plasma sodium  and argentine vasopressin concentrations, and plasma osmolality were higher, and  urine osmolality was lower when tolvaptan was administered either alone or in  combination with furosemide or HCTZ, compared with furosemide or HCTZ  administered alone. At 24 hours postdose, plasma renin activity was increased  after furosemide or HCTZ administered alone or with tolvaptan, but it was  unchanged after tolvaptan alone. Tolvaptan did not significantly affect the  natriuretic activity of furosemide or HCTZ. Furosemide and HCTZ did not  significantly affect the aquaretic activity of tolvaptan. Tolvaptan administered  alone or in combination with furosemide or HCTZ was safe and well tolerated at  the given doses.","2007-08","2023-09-05 12:04:13","2023-09-05 14:37:58","","213-222","","2","50","","J Cardiovasc Pharmacol","","","","","","","","eng","","","","","","","Place: United States PMID: 17703139","","","","Adolescent; Adult; Antidiuretic Hormone Receptor Antagonists; Arginine Vasopressin/blood/drug effects; Benzazepines/adverse effects/pharmacokinetics/*pharmacology; Cross-Over Studies; Diuretics/adverse effects/pharmacokinetics/*pharmacology; Drug Interactions; Furosemide/adverse effects/pharmacokinetics/*pharmacology; Humans; Hydrochlorothiazide/adverse effects/pharmacokinetics/*pharmacology; Male; Osmolar Concentration; Renin/blood/drug effects; Sodium/blood; Tolvaptan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLFQUH66","journalArticle","1991","Swaisland, A. J.","The pharmacokinetics of co-administered lisinopril and hydrochlorothiazide.","Journal of human hypertension","","0950-9240","","","Co-administration of drugs with complementary action is a rational approach to the treatment of hypertension provided that the drugs are free of mutual  pharmacokinetic interactions. The pharmacokinetics of single doses of lisinopril  10 mg alone, hydrochlorothiazide 12.5 mg alone, both drugs given concomitantly,  and both given in a fixed combination tablet were studied in 24 healthy  volunteers (including four women) using a randomized four-way crossover design  with each treatment separated by 2 weeks. Timed blood and urine samples were  collected for measurement of peak serum levels, area under the concentration vs  time curve (AUC) and urinary recovery of lisinopril and hydrochlorothiazide. When  given alone, peak serum levels of lisinopril (attained 6-8 hours post dose) were  44 ng/ml. Urinary recovery was 17.6% of the dose. Mean values after treatment  with the combination tablet were only 2-6% lower, and co-administration with  hydrochlorothiazide in free combination gave mean values 7% higher than the  fixed-dose combination. Time to peak serum levels did not vary between  treatments. Dosing with hydrochlorothiazide alone resulted in a mean peak serum  concentration of 53 ng/ml, 2-6 hours post dose. The combination tablet resulted  in a peak serum level and AUC for hydrochlorothiazide about 10% lower. The  corresponding values for the free combination were only about 7% lower. The  results indicate no clinically relevant pharmacokinetic interaction between the  two components when administered in a single tablet.","1991-12","2023-09-05 12:04:13","2023-09-05 14:43:28","","69-71","","","5 Suppl 2","","J Hum Hypertens","","","","","","","","eng","","","","","","","Place: England PMID: 1665181","","","","Adult; Angiotensin-Converting Enzyme Inhibitors/administration & dosage/*pharmacokinetics; Chromatography, High Pressure Liquid; Drug Combinations; Drug Therapy, Combination; Enalapril/administration & dosage/*analogs & derivatives/pharmacokinetics; Female; Humans; Hydrochlorothiazide/administration & dosage/*pharmacokinetics; Hypertension/drug therapy; Lisinopril; Male; Radioimmunoassay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55NAH265","journalArticle","2010","Cui, Yan; Li, Qing; Zhang, Ming; Liu, Zhenzhen; Yin, Weidong; Liu, Wentao; Chen, Xiaohui; Bi, Kaishun","LC-MS determination and pharmacokinetics of p-coumaric acid in rat plasma after oral administration of p-coumaric acid and freeze-dried red wine.","Journal of agricultural and food chemistry","","1520-5118 0021-8561","10.1021/jf103191a","","A sensitive and efficient liquid chromatography-mass spectrometry (LC-MS) method was developed and validated for the determination of p-coumaric acid (CA) in rat  plasma. After addition of the internal standard (IS) hydrochlorothiazide and  acidification with 2 M hydrochloric acid, plasma samples were extracted by ethyl  acetate and separated on a Kromasil C18 column (200 mm × 4.6 mm, 5 μm) using a  mobile phase composed of methanol-0.5‰ acetic acid (60:40, v/v) within a runtime  of 6.0 min. Analysis was performed in selected ion monitoring (SIM) mode with a  negative electrospray ionization (ESI) interface. The target ions were m/z 163.15  for CA and m/z 295.95 for IS. The linear range was 0.01-15 μg·mL(-1), and the  lower limit of quantification (LLOQ) was 0.01 μg·mL(-1). The intraday and  interday precision (RSD %) were lower than 10% and accuracy (RE%) ranged from  97.1 to 103.2%. The validated method was successfully applied to the comparative  pharmacokinetic study of CA in rat plasma after oral administration of CA and  freeze-dried red wine, respectively. It was found that both AUC and T1/2 of CA in  freeze-dried red wine were increased significantly (p < 0.05) compared with that  in monomer. In addition, a double-peak profile could be observed from the  concentration-time curve after oral administration of freeze-dried red wine.","2010-12-08","2023-09-05 12:04:13","2023-09-05 13:33:44","","12083-12088","","23","58","","J Agric Food Chem","","","","","","","","eng","","","","","","","Place: United States PMID: 21069958","","","","Administration, Oral; Animals; Chromatography, High Pressure Liquid/*methods; Coumaric Acids/administration & dosage/*blood/*pharmacokinetics; Propionates; Rats; Rats, Wistar; Spectrometry, Mass, Electrospray Ionization/*methods; Wine/*analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAEH4S2S","journalArticle","2001","Sakarcan, A.; Tenney, F.; Wilson, J. T.; Stewart, J. J.; Adcock, K. G.; Wells, T. G.; Vachharajani, N. N.; Hadjilambris, O. W.; Slugg, P.; Ford, N. F.; Marino, M. R.","The pharmacokinetics of irbesartan in hypertensive children and adolescents.","Journal of clinical pharmacology","","0091-2700","10.1177/00912700122010645","","An open-label study was conducted to characterize the pharmacokinetics and antihypertensive response to irbesartan in children (1-12 years) and adolescents  (13-16 years) with hypertension. Patients received single once-daily oral doses  of irbesartan 2 mg/kg (maximum of 150 mg once daily) for 2 to 4 weeks (+/-  nifedipine or hydrochlorothiazide). Plasma irbesartan concentrations were  determined by a validated high-performance liquid chromatography/fluorescence  method from blood samples taken predose, up to 24 hours after dosing on Day 1,  and up to 48 hours after the final dose. The plasma concentration-time profiles  were similar between the 6- to 12-year and the 13- to 16-year age groups and to  that previously determined from a study of adult subjects receiving approximately  2 mg/kg (i.e., 150 mg) oral irbesartan once daily. Mean reductions in  systolic/diastolic blood pressure were 16/10 mmHg at Day 28 with irbesartan  monotherapy (n = 8). Irbesartan was well tolerated and may be a treatment option  for pediatric hypertensive patients.","2001-07","2023-09-05 12:04:13","2023-09-05 14:36:32","","742-749","","7","41","","J Clin Pharmacol","","","","","","","","eng","","","","","","","Place: England PMID: 11452706","","","","Administration, Oral; Adolescent; Antihypertensive Agents/blood/*pharmacokinetics/therapeutic use; Area Under Curve; Biphenyl Compounds/blood/*pharmacokinetics/therapeutic use; Child; Child, Preschool; Female; Half-Life; Humans; Hypertension/drug therapy; Infant; Intestinal Absorption; Irbesartan; Male; Metabolic Clearance Rate; Tetrazoles/blood/*pharmacokinetics/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCQ7QSXP","journalArticle","2015","Heise, Tim; Mattheus, Michaela; Woerle, Hans J.; Broedl, Uli C.; Macha, Sreeraj","Assessing pharmacokinetic interactions between the sodium glucose cotransporter 2 inhibitor empagliflozin and hydrochlorothiazide or torasemide in patients with  type 2 diabetes mellitus: a randomized, open-label, crossover study.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2014.12.018","","PURPOSE: Empagliflozin is a potent, selective sodium glucose cotransporter 2 inhibitor approved for the treatment of type 2 diabetes mellitus. Thiazide or  loop diuretics are commonly prescribed in patients with type 2 diabetes mellitus.  This study investigated potential pharmacokinetic drug-drug interactions between  empagliflozin and hydrochlorothiazide (HCTZ) or torasemide (TOR). METHODS: This  was an open-label, crossover study. Patients with type 2 diabetes mellitus were  randomized to receive empagliflozin 25 mg once daily for 5 days and either HCTZ  25 mg once daily for 4 days followed by HCTZ 25 mg once daily plus empagliflozin  25 mg once daily for 5 days or TOR 5 mg once daily for 4 days followed by TOR 5  mg once daily plus empagliflozin once daily for 5 days in 1 of 4 sequences, with  at least a 7-day washout period between treatments. Pharmacokinetic parameters of  empagliflozin, HCTZ, and TOR were assessed and standard bioequivalence criteria  (80%-125%) were applied. Tolerability assessments included the frequency of  adverse events and an investigator assessment of global tolerability. FINDINGS:  Mean (SD) age of the 22 patients treated was 54.0 (8.1) years and body mass index  was 27.1 (3.7) kg/m(2). Coadministration of empagliflozin with HCTZ or TOR had no  effect on exposure to empagliflozin, HCTZ, or TOR. Geometric mean ratios (90%  CIs) for empagliflozin AUC over a uniform dosing interval and Cmax at steady  state were 107.1% (90% CI, 97.1-118.1) and 102.8% (90% CI, 88.6-119.3),  respectively, when coadministered with HCTZ versus administration alone, and  107.8% (90% CI, 100.1-116.1) and 107.5% (90% CI, 97.9-118.0), respectively, when  coadministered with TOR versus administration alone. For HCTZ, the geometric mean  ratios for AUC over a uniform dosing interval and Cmax at steady state were 96.3%  (90% CI, 89.1-104.0) and 101.8% (90% CI, 88.6-116.9), respectively, and for TOR  were 101.4% (90% CI, 99.1-103.9) and 104.4% (90% CI, 93.8-116.3), respectively,  for combined treatment versus administration alone. The pharmacokinetic profiles  of empagliflozin, HCTZ, and TOR were similar after administration alone and in  combination. Global tolerability was good for all patients after each treatment,  and no severe or serious adverse events were reported. IMPLICATIONS: No  pharmacokinetic drug-drug interaction was observed between empagliflozin and HCTZ  or TOR. ClinicalTrials.gov identifier: NCT01276288.","2015-04-01","2023-09-05 12:04:13","2023-09-05 14:23:13","","793-803","","4","37","","Clin Ther","","","","","","","","eng","Copyright © 2015 Elsevier HS Journals, Inc. All rights reserved.","","","","","","Place: United States PMID: 25636696","","","","Benzhydryl Compounds/administration & dosage/*pharmacokinetics; Cross-Over Studies; Diabetes Mellitus, Type 2/*drug therapy; Drug Interactions; drug−drug interaction; empagliflozin; Female; Glucosides/administration & dosage/*pharmacokinetics; Humans; hydrochlorothiazide; Hydrochlorothiazide/administration & dosage/*pharmacokinetics; Male; Middle Aged; pharmacokinetic properties; Sodium-Glucose Transporter 2 Inhibitors; Sulfonamides/administration & dosage/*pharmacokinetics; Therapeutic Equivalency; torasemide; Torsemide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
