"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZCAJQ84T","journalArticle","1981","Singhvi, S. M.; Peterson, A. E.; Ross, J. J. Jr; Shaw, J. M.; Keim, G. R.; Migdalof, B. H.","Pharmacokinetics of captopril in dogs and monkeys.","Journal of pharmaceutical sciences","","0022-3549","10.1002/jps.2600701005","","[14C]Captopril was given as a priming dose, followed by constant intravenous infusion for 4 or 6 hr, to three anesthetized dogs and three anesthetized  monkeys. Blood, urine, and bile samples were collected during and after drug  infusion. Pharmacokinetic evaluations were carried out exclusively on data  obtained for unchanged captopril. The average total body clearance (ClT) and the  renal clearance (ClR) of captopril, in milliliters per kilogram per hour, were  605 and 341 in the dog and 1135 and 944 in the monkey. The biliary clearance of  captopril was negligible in both species. The greater difference between the ClR  and ClT values in the dog compared to that in the monkey was the result of more  extensive metabolism of captopril by the dog. Since almost all of the radioactive  dose was recovered in urine in both species, captopril and its metabolites were  almost exclusively eliminated by the kidneys. One primary reason that body and  renal clearance values of captopril were much greater in the monkey than in the  dog was that the net tubular secretion fo captopril was about three times greater  in the monkey (82%) than in the dog (28%). The volume of distribution of  captopril was higher in the monkey (3.6 liters/kg) than in the dog (2.6  liters/kg); the volume of the central compartment was about the same (0.5  liter/kg) for both species. The terminal half-life value was slightly higher in  the dog (2.8 hr) than in the monkey (2.2 hr).","1981-10","2023-10-27 12:54:52","2023-10-27 14:19:55","","1108-1112","","10","70","","J Pharm Sci","","","","","","","","eng","","","","","","","Place: United States PMID: 7028947","","","","Male; Kinetics; Animals; Species Specificity; Half-Life; Dogs; Creatinine/blood; Macaca mulatta; Anesthesia; Bile/metabolism; Proline/*analogs & derivatives; Captopril/blood/*metabolism/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8LZFI4R","journalArticle","1991","Pereira, C. M.; Tam, Y. K.; Collins-Nakai, R. L.","The pharmacokinetics of captopril in infants with congestive heart failure.","Therapeutic drug monitoring","","0163-4356","10.1097/00007691-199105000-00004","","The use of the angiotensin-converting enzyme inhibitor captopril in infants with congestive heart failure (CHF) has been empirical owing to a lack of relevant  pharmacokinetic data. To determine standard pharmacokinetic parameters for the  drug in this population, we administered captopril, 1 mg/kg, orally to 10 infants  aged 6.8 +/- 4.6 months. Sequential plasma unchanged and total (sum of unchanged  and dimerized) captopril concentrations were determined using a high-performance  liquid chromatographic method. Arterial pressure, systemic and pulmonary  resistance, heart rate, and respiratory rate were all significantly decreased 1 h  after the first dose of captopril. Plasma renin activity was not significantly  increased. For unchanged captopril, the maximum concentration (Cmax) was 350 +/-  184 ng/ml; the time to Cmax (Tmax), 1.6 +/- 0.4 h; elimination half-life (t1/2),  3.3 +/- 3.3 h; oral clearance (Clo), 1.1 +/- 0.4 L/h/kg. For total captopril,  Cmax was 1,088 +/- 621 ng/ml; Tmax, 2.7 +/- 1.1 h; t1/2, 3.4 +/- 1.0 h. Thus, we  conclude that the pharmacokinetic parameters for captopril in infants with CHF  are within the range reported for adults with CHF. Also, the hemodynamic changes,  measured 1 h after the first dose, indicate that the acute effects of captopril  in infants with CHF are beneficial.","1991-05","2023-10-27 12:54:52","2023-10-27 14:19:36","","209-214","","3","13","","Ther Drug Monit","","","","","","","","eng","","","","","","","Place: United States PMID: 1926273","","","","Humans; Male; Female; Administration, Oral; Blood Pressure/drug effects; Heart Rate/drug effects; Pilot Projects; Infant; Hemodynamics/drug effects; Respiration/drug effects; Vascular Resistance/drug effects; Heart Failure/*metabolism/physiopathology; Captopril/blood/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L6KRXQPI","journalArticle","1999","Marzo, A.; Dal Bo, L.; Mazzucchelli, P.; Monti, N. C.; Tettamanti, R. A.; Crivelli, F.; Uhr, M. R.; Ismaili, S.; Giusti, A.","Pharmacokinetics and pharmacodynamics of zofenopril in healthy volunteers.","Arzneimittel-Forschung","","0004-4172","10.1055/s-0031-1300539","","This study was carried out to investigate the pharmacokinetics of zofenopril (CAS 81938-43-4) and zofenoprilat, the behaviour of the angiotensin converting enzyme  (ACE) (pharmacodynamics) following the administration of zofenopril calcium at  the single oral dose of 60 mg in eighteen healthy volunteers. This open label,  one-way study was carried out in a single centre on 18 healthy volunteers. The  volunteers received an oral single 60 mg dose of zofenopril calcium following an  overnight fast. The tablet was swallowed with 250 ml of water. Fasting continued  for additional 4 h after dosing and no other liquid intake was allowed from 1 h  before to 2 h after administration. Plasma concentrations of zofenopril and its  active metabolite zofenoprilat as well as serum ACE activity were measured before  drug intake (baseline) and on timed samples over a 36 h period after dosing by  LC-MS-MS, a highly sensitive, validated method for active moiety concentrations.  Peak plasma concentration was reached on average at 1.19 h with zofenopril and at  1.36 h with zofenoprilat. Concentrations then decreased reaching values under or  close to the limit of quantitation (1 ng.ml-1 for zofenopril, 2 ng.ml-1 for  zofenoprilat) from 8 to 16 h after dosing. Complete inhibition of ACE was seen at  the first blood sampling time (1 h) and lasted on average up to 9.44 h. ACE  activity then slowly reactivated, but enzyme inhibition continued and was  estimated to be 74% and 56% at 24 and 36 h following drug administration,  respectively. From these data a complete or almost complete enzyme inhibition is  expected with zofenopril given in repeated dose regimen.","1999-12","2023-10-27 12:54:52","2023-10-27 14:19:16","","992-996","","12","49","","Arzneimittelforschung","","","","","","","","eng","","","","","","","Place: Germany PMID: 10635443","","","","Adult; Humans; Male; Female; Area Under Curve; Half-Life; Peptidyl-Dipeptidase A/blood/*metabolism; Angiotensin-Converting Enzyme Inhibitors/adverse effects/*pharmacokinetics/*pharmacology; Captopril/adverse effects/*analogs & derivatives/pharmacokinetics/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANPI5CCS","journalArticle","1982","Jarrott, B.; Drummer, O.; Hooper, R.; Anderson, A. I.; Miach, P. J.; Louis, W. J.","Pharmacokinetic properties of captopril after acute and chronic administration to hypertensive subjects.","The American journal of cardiology","","0002-9149","10.1016/0002-9149(82)90385-x","","The pharmacokinetic properties of captopril were studied in two groups of hypertensive patients; (1) those who had never taken captopril (acute group), and  (2) those who had been taking captopril for at least 6 months (chronic group). It  was found that after 100 mg of captopril orally, the mean peak plasma level in  the chronic group was three times higher than that in the acute group while the  area under the curve was twice as high in the chronic group. These data suggest  that bioavailability increases with chronic administration, and thus it may be  possible to reduce the dosage of captopril and still maintain blood pressure  control while reducing side effects.","1982-04-21","2023-10-27 12:54:52","2023-10-27 14:18:53","","1547-1549","","6","49","","Am J Cardiol","","","","","","","","eng","","","","","","","Place: United States PMID: 6803565","","","","Humans; Male; Female; Middle Aged; Long-Term Care; Hypertension/blood/*drug therapy; Proline/*analogs & derivatives; Captopril/*blood/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8R58B77","journalArticle","1991","Levy, M.; Koren, G.; Klein, J.; McLorie, G.; Balfe, J. W.","Captopril pharmacokinetics, blood pressure response and plasma renin activity in normotensive children with renal scarring.","Developmental pharmacology and therapeutics","","0379-8305","","","We studied blood pressure response, plasma renin activity (PRA) and captopril pharmacokinetics in 8 children receiving orally 0.7 mg/kg of the drug. The drug  increased PRA in all patients, in 5 to abnormally high levels. Peak captopril  concentrations were achieved between half an hour and 2 h, and ranged between 100  and 547 ng/ml. Mean elimination half-time (T1/2) was 1.5 h, ranging between 0.98  and 2.3 h. There was a significant positive correlation between the area under  the curve (AUC) and elimination T1/2 of the drug. There was a significant inverse  correlation between AUC or elimination T1/2 and percent change in diastolic blood  pressure; the 2 children who had no change in diastolic blood pressure had the  largest AUC and the lowest apparent clearance of captopril. The kidney is the  major site of captopril's pharmacological action. It is possible that longer  retention of captopril in the plasma, evidence by larger AUC, may reflect less  captopril available to modulate renin activity in the kidney.","1991","2023-10-27 12:54:52","2023-10-27 14:19:11","","185-193","","4","16","","Dev Pharmacol Ther","","","","","","","","eng","","","","","","","Place: Switzerland PMID: 1782836","","","","Adolescent; Humans; Male; Female; Administration, Oral; Half-Life; Metabolic Clearance Rate; Child; Blood Pressure/*drug effects; Child, Preschool; Kidney Diseases/*metabolism/physiopathology; Renin/blood/*drug effects; Captopril/administration & dosage/pharmacokinetics/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRZ73JZV","journalArticle","1991","Miyakawa, T.; Shionoiri, H.; Takasaki, I.; Kobayashi, K.; Ishii, M.","The effect of captopril on pharmacokinetics of digoxin in patients with mild congestive heart failure.","Journal of cardiovascular pharmacology","","0160-2446","10.1097/00005344-199104000-00008","","The effect of captopril on steady-state pharmacokinetics of digoxin was studied in 12 patients with mild congestive heart failure (CHF; New York Heart  Association functional class 1 or 2). Serum and urine digoxin concentrations were  determined before and after a repeated administration of captopril in the  patients on chronic digoxin therapy. The patients were taking digoxin, 0.25-0.375  mg/day, once daily, and were concurrently administered captopril, 37.5 mg/day,  three times daily, for seven days. Peak serum concentration of digoxin (SCD)  before and after captopril was 2.1 +/- 0.2, mean +/- SEM, and 2.0 +/- 0.1 ng/ml;  the time to peak was 1.1 +/- 0.2 and 1.8 +/- 0.3 h; the terminal half-life (t1/2  alpha) was 10.9 +/- 1.0 and 8.7 +/- 0.9 h, and the area under the  concentration-time curve to 24 h was 26.9 +/- 2.4 and 27.6 +/- 2.0 ng.h/ml. There  was no significant difference between patients without and with captopril in SCD  and its pharmacokinetic parameters. Renal digoxin clearance and creatinine  clearance also showed no significant difference. After an administration of  captopril, angiotensin-converting-enzyme (ACE) activity was well suppressed.  These results suggest that captopril does not increase SCD in patients with CHF,  and effectively suppresses ACE activity. Thus, modification in the dosage regimen  of digoxin may be unnecessary in the case of coadministration with captopril.","1991-04","2023-10-27 12:54:52","2023-10-27 14:19:24","","576-580","","4","17","","J Cardiovasc Pharmacol","","","","","","","","eng","","","","","","","Place: United States PMID: 1711623","","","","Adult; Humans; Male; Female; Middle Aged; Aged; Half-Life; Creatinine/blood; Kidney Function Tests; Captopril/*pharmacology; Heart Failure/*metabolism; Digoxin/*pharmacokinetics/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KAKRTWWZ","journalArticle","1990","Lecocq, B.; Funck-Brentano, C.; Lecocq, V.; Ferry, A.; Gardin, M. E.; Devissaguet, M.; Jaillon, P.","Influence of food on the pharmacokinetics of perindopril and the time course of angiotensin-converting enzyme inhibition in serum.","Clinical pharmacology and therapeutics","","0009-9236","10.1038/clpt.1990.45","","Food has been shown to reduce the bioavailability of the angiotensin-converting enzyme inhibitor captopril, but not the bioavailability of inhibitors  administered as ester prodrugs. Perindopril is the ester pro-drug of the  angiotensin-converting enzyme inhibitor perindoprilat. The influence of food on  the pharmacokinetics of perindopril (4 mg administered orally) and the time  course of angiotensin-converting enzyme inhibition in serum was studied in a  randomized crossover short-term study of 12 healthy subjects. Food significantly  decreased the relative availability of perindoprilat by 35% +/- 42%, the  fractional urinary excretion of perindoprilat from 19% +/- 7% to 13% +/- 4% (p  less than 0.05), and the partial metabolic clearance of perindopril to  perindoprilat from 102 +/- 57 ml.min-1 to 72 +/- 32 ml.min-1 (p less than 0.05).  These changes were associated with a significant decrease in the area under the  percent angiotensin-converting enzyme inhibition-versus-time curve by 15% (p less  than 0.05). Food did not alter the total amount of drug recovered in urine as  perindopril and its metabolites, and it did not alter perindoprilat renal  clearance. We concluded that food alters the conversion of perindopril to its  active metabolite perindoprilat after single-dose administration of perindopril.","1990-03","2023-10-27 12:54:52","2023-10-27 14:19:08","","397-402","","3","47","","Clin Pharmacol Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 2311339","","","","Adult; Humans; Male; Administration, Oral; Biological Availability; Random Allocation; Fasting/metabolism; *Food; Indoles/administration & dosage/*pharmacokinetics; Perindopril; Angiotensin-Converting Enzyme Inhibitors/*blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4UM44IK","journalArticle","1994","Shibasaki, M.; Usui, T.; Inagaki, O.; Asano, M.; Takenaka, T.","Pharmacokinetics and cardiovascular effects of YM-21095, a novel renin inhibitor, in dogs and monkeys.","The Journal of pharmacy and pharmacology","","0022-3573","10.1111/j.2042-7158.1994.tb03723.x","","The pharmacokinetics and cardiovascular effects of YM-21095 ((2RS), (3S)-3-[N alpha-[1,4-dioxo-4-morpholino-2-(1-naphthylmethyl)-  butyl]-L-histidylamino]-4-cyclohexyl-1-[(1-methyl-5-tetrazolyl)thi o]-2-butanol),  a potent renin inhibitor, have been studied in beagle dogs and squirrel monkeys.  Plasma levels of YM-21095 after 3 mg kg-1 intravenous dosing to dogs declined  biphasically and fitted a two-compartment model. Kinetics were as follows: t1/2  alpha = 4.9 +/- 0.2 min, t1/2 beta = 2.76 +/- 0.79 h, Vdss = 3.86 +/- 1.04 L  kg-1, plasma clearance = 2.22 +/- 0.39 L kg-1, and AUC = 1445 +/- 266 ng h mL-1.  After 30 mg kg-1 oral dose, maximum plasma concentration, tmax and AUC of  YM-21095 were 28.8 +/- 9.6 ng mL-1, 0.25 h and 23.6 +/- 7.7 ng h mL-1,  respectively. Systemic bioavailability as determined on the basis of the ratio of  AUC after intravenous and oral dose was 0.16 +/- 0.04%. In conscious,  sodium-depleted monkeys, YM-21095 at an oral dose of 30 mg kg-1 lowered systolic  blood pressure and inhibited plasma renin activity without affecting heart rate  and plasma aldosterone concentration. Maximum plasma concentration of YM-21095  after 30 mg kg-1 oral dose to monkeys was 71.8 +/- 41.5 ng mL-1, which was  reached 0.5 h after the dose. At equihypotensive doses, captopril and nicardipine  increased plasma renin activity markedly and slightly, respectively.(ABSTRACT  TRUNCATED AT 250 WORDS)","1994-01","2023-10-27 12:54:52","2023-10-27 14:19:53","","68-72","","1","46","","J Pharm Pharmacol","","","","","","","","eng","","","","","","","Place: England PMID: 8201530","","","","Male; Female; Animals; Models, Biological; Biological Availability; Chromatography, High Pressure Liquid; Dogs; Heart Rate/drug effects; Saimiri; Aldosterone/blood; Renin/*antagonists & inhibitors/blood; Captopril/pharmacology; Cardiovascular System/*drug effects; Dipeptides/blood/*pharmacokinetics/*pharmacology; Morpholines/blood/*pharmacokinetics/*pharmacology; Naphthalenes/blood/*pharmacokinetics/*pharmacology; Nicardipine/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UM64VZ26","journalArticle","1985","Ohman, K. P.; Kågedal, B.; Larsson, R.; Karlberg, B. E.","Pharmacokinetics of captopril and its effects on blood pressure during acute and chronic administration and in relation to food intake.","Journal of cardiovascular pharmacology","","0160-2446","10.1097/00005344-198507001-00005","","Nine patients with essential hypertension treated with bendroflumethiazide were given captopril 25 mg orally on three occasions to study the pharmacokinetics and  blood pressure effects. Study 1: acute and fasting; study 2 and 3: with and  without concomitant food intake (randomized order) after chronic treatment with  captopril 25 mg three times a day for 4-5 weeks. Total and non-protein-bound  captopril were measured by high performance liquid chromatography. Baseline mean  arterial pressure (MAP) was lower during chronic treatment. MAP reduction was  slightly more pronounced initially with concomitant food intake but thereafter  the reductions were similar for up to 12 h in the three studies. Mean values for  maximal MAP reductions and peak plasma concentrations of captopril occurred at  the same time, but individual values were not correlated with each other. Peak  plasma concentrations and area under the curve (AUC) of total and  non-protein-bound captopril were slightly reduced with concomitant food intake.  Chronic treatment did not consistently change the kinetics except for a slight  prolongation of terminal half-life of non-protein-bound captopril. The AUC was  higher during the chronic studies, probably owing to the baseline presence of  captopril in plasma. It appears that captopril can be given twice daily and  together with food without loss of blood pressure control in essential  hypertension.","1985","2023-10-27 12:54:52","2023-10-27 14:19:31","","S20-24","","","7 Suppl 1","","J Cardiovasc Pharmacol","","","","","","","","eng","","","","","","","Place: United States PMID: 2580171","","","","Adult; Humans; Male; Female; Kinetics; Middle Aged; Aged; Protein Binding; Half-Life; Heart Rate/drug effects; Blood Pressure/*drug effects; *Food; Eating; Hypertension/drug therapy; Proline/*analogs & derivatives; Bendroflumethiazide/therapeutic use; Captopril/blood/*pharmacology/therapeutic use/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSEIDXMR","journalArticle","1984","Richer, C.; Chaignon, M.; Giroux, B.; Guédon, J.; Giudicelli, J. F.","[Effect of renal insufficiency on the pharmacokinetics of captopril and converting enzyme inhibition in the hypertensive patient].","Archives des maladies du coeur et des vaisseaux","","0003-9683","","","The influence of renal insufficiency (RI) on the pharmacokinetics of captopril (1 mg/kg, orally) and on the kinetics of the induced converting enzyme inhibition  (CEI) was investigated in three groups of hypertensive patients: without RI (n =  10, plasma creatinine less than 100 mumol/l), with moderate RI (MRI) (n = 10,200  less than creatinine less than 400 mumol/l) and with severe RI (SRI) (n = 8,  creatinine greater than 500 mumol/l). Captopril pharmacokinetic parameters were  not modified by RI, with the exception of elimination half-life which was  lengthened, but relative bioavailability of the drug was not modified. In  contrast, captopril-induced CEI was strongly potentiated in patients with RI, an  effect correlated with plasma creatinine values. This apparent discrepancy  between the lack of modification in captopril plasma bioavailability and the  prolongation of its biological effects can probably be accounted for by a  decreased elimination and/or an increased formation of captopril metabolites  during RI.","1984-10","2023-10-27 12:54:52","2023-10-27 14:19:46","","1216-1219","","11","77","","Arch Mal Coeur Vaiss","","","","","","","","fre","","","","","","","Place: France PMID: 6098233","","","","Adult; Humans; Kinetics; Middle Aged; Creatinine/blood; *Angiotensin-Converting Enzyme Inhibitors; Hypertension/*metabolism; Kidney Failure, Chronic/*metabolism; Hypertension, Renal/metabolism; Proline/*analogs & derivatives; Captopril/blood/*metabolism/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
