"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QQQYVZ8B","journalArticle","1991","Hunt, T. L.; Kaiko, R. F.","Comparison of the pharmacokinetic profiles of two oral controlled-release morphine formulations in healthy young adults.","Clinical therapeutics","","0149-2918","","","The pharmacokinetic profiles of two oral controlled-release morphine formulations, MS Contin tablets and Roxanol SR tablets, were compared to evaluate  their bioequivalence. In a sequential, crossover study, 18 healthy young male  volunteers received single 60-mg doses (two 30-mg tablets) of each formulation  and provided 15 serial blood samples over 24 hours, which were assayed to  determine their morphine concentrations by high-performance liquid  chromatography. Analysis of variance revealed significant differences between the  treatments for maximum plasma concentration (P less than 0.001), area under the  plasma concentration curve from zero to 12 hours (P less than 0.01), and apparent  elimination half-life (P less than 0.001). No significant differences were found  for time required to reach maximum plasma concentration and area under the plasma  concentration-time curve from zero to 24 hours. The results show that the two  morphine preparations are not bioequivalent.","1991-08","2023-11-15 10:01:37","2023-11-20 11:38:00","","482-488","","4","13","","Clin Ther","","","","","","","","eng","","","","","","","tex.ids= Hunt1991a PMID: 1934000 place: United States","","","","Adolescent; Adult; Humans; Male; Administration, Oral; Half-Life; Chromatography, High Pressure Liquid; Therapeutic Equivalency; Delayed-Action Preparations; Morphine/administration & dosage/blood/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6IW68LC","journalArticle","1992","Leow, K. P.; Smith, M. T.; Williams, B.; Cramond, T.","Single-dose and steady-state pharmacokinetics and pharmacodynamics of oxycodone in patients with cancer.","Clinical pharmacology and therapeutics","","0009-9236","10.1038/clpt.1992.176","","The single-dose and steady-state pharmacokinetics and pharmacodynamics of oxycodone have been determined in patients with moderate to severe cancer pain.  The mean +/- SD elimination half-life after single-dose administration of  intravenous (4.6 mg to 9.1 mg) and oral (9.1 mg) oxycodone was 3.01 +/- 1.37  hours and 3.51 +/- 1.43 hours, respectively. After intravenous administration,  the mean +/- SD volume of distribution was 211.9 +/- 186.6 L, and the mean +/- SD  total plasma clearance was 48.6 +/- 26.5 L/hr. The mean absolute oral  bioavailability of oxycodone was 87%, and the mean +/- SD volume of distribution  after oral administration was 249.1 +/- 204.3 L. When administered orally as 10  mg oxycodone hydrochloride every 4 hours, there was no accumulation of oxycodone  at steady state and the mean +/- SD steady-state concentration was 34.6 +/- 10.3  micrograms/L. Intravenous oxycodone produced a faster onset of pain relief than  oxycodone tablets, but the duration of analgesia was approximately the same (4  hours). However, the incidence of side effects and their severity were  significantly higher (p < 0.05) for intravenous oxycodone than for oxycodone  tablets. The marked interindividual variation observed in the pharmacokinetics  and pharmacodynamics of oxycodone in this study supports the need for  individualized dosing regimens.","1992-11","2023-11-15 10:01:37","2023-11-26 06:56:32","","487-495","","5","52","","Clin Pharmacol Ther","","","","","","","","eng","","","","","","","tex.ids= Leow1992b PMID: 1424423 place: United States","","","","Adult; Humans; Male; Female; Middle Aged; Analysis of Variance; Aged; Time Factors; Administration, Oral; Half-Life; Injections, Intravenous; Biological Availability; Pain/*drug therapy/etiology; Neoplasms/*complications; Oxycodone/adverse effects/*pharmacokinetics/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4G2DI7Z","journalArticle","1993","Westerling, D.; Frigren, L.; Höglund, P.","Morphine pharmacokinetics and effects on salivation and continuous reaction times in healthy volunteers.","Therapeutic drug monitoring","","0163-4356","10.1097/00007691-199310000-00003","","Ten healthy volunteers were given an i.v. infusion of 10 mg morphine HCl, an oral solution of 20 mg morphine HCl, or a new controlled release tablet of 30 mg  morphine sulphate on three separate occasions in a complete crossover design.  Venous blood samples were collected serially for 14-24 h and analyzed for  morphine using high-performance liquid chromatography (HPLC). Continuous reaction  times (CRTs) and salivation were measured repeatedly in all subjects. Oxygen  saturation remained normal throughout the procedure. Five subjects experienced  nausea on at least one occasion. Pharmacokinetic parameters, calculated using a  two-compartment model, were in accordance with previous results for i.v. and oral  administration of morphine solutions. The absolute bioavailability of morphine in  the oral solution was 21.6% (15.4-27.7%; 95% CI) and in the controlled release  tablet, 17.1% (12.6-21.6%; CI). Secondary peaks in the plasma concentration  curves strongly indicated an enterohepatic circulation (EHC) of morphine.  Alternative pharmacokinetic calculations, including EHC, were performed and used  in a pharmacokinetic-pharmacodynamic model, in which the studied effects were  well correlated to the concentrations of morphine.","1993-10","2023-11-15 10:01:37","2023-11-20 11:26:58","","364-374","","5","15","","Ther Drug Monit","","","","","","","","eng","","","","","","","tex.ids= Westerling1993a PMID: 8249042 place: United States","","","","Adult; Humans; Male; Female; Middle Aged; Administration, Oral; Models, Biological; Injections, Intravenous; Biological Availability; Central Nervous System/drug effects; Morphine/blood/*pharmacokinetics/pharmacology; Reaction Time/*drug effects; Salivation/*drug effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UX4LNN7","journalArticle","1988","Drost, R. H.; Ionescu, T. I.; Taverne, R. H.; van Lingen, G.; van Rossum, J. M.; Maes, R. A.","Pharmacokinetics of morphine in cerebrospinal fluid and plasma after epidural administration in man.","Arzneimittel-Forschung","","0004-4172","","","The morphine concentration in serum as well as in cerebrospinal fluid (CSF) after epidural administration of 0.1 mg/kg morphine to 10 patients undergoing aortic  abdominal surgery, was determined. Model independent pharmacokinetic parameters  in serum and CSF i.e. mean residence time (MRT), clearance (Cl) and apparent  volume of distribution were calculated from the concentration time curves using a  non-linear square regression fitting programme. Peak concentration of morphine in  serum (86 ng/ml) and in CSF (2610 ng/ml) was reached after 10 min respectively 40  min of epidural injection.","1988-11","2023-11-15 10:01:37","2023-11-20 11:20:50","","1632-1634","","11","38","","Arzneimittelforschung","","","","","","","","eng","","","","","","","tex.ids= Drost1988a PMID: 3214449 place: Germany","","","","Adult; Humans; Male; Female; Middle Aged; Aged; Analgesia, Epidural; Injections, Epidural; Morphine/administration & dosage/blood/cerebrospinal fluid/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XCITI7A","journalArticle","1986","Drost, R. H.; Ionescu, T. I.; van Rossum, J. M.; Maes, R. A.","Pharmacokinetics of morphine after epidural administration in man.","Arzneimittel-Forschung","","0004-4172","","","The concentration of morphine and morphine glucuronide in serum after epidural injection of 9 patients with aortic abdominal surgery was measured using gas  chromatography-mass fragmentography. The decline of morphine serum concentration  after epidural administration of 0.1 mg/kg was described by a bi- or  triexponential decay equation with a mean terminal half-life (t1/2) of 134.7 +/-  107.9 min. Pharmacokinetic parameters were calculated from the fit parameters  mean values for clearance and apparent volume of distribution were 1.16 +/- 0.65  l/min, and 156.6 +/- 107.3 l, respectively, for free morphine and 0.19 +/- 0.09  l/min and 37.2 +/- 17.7 l, respectively, for morphine glucuronide. Peak  concentration of morphine 79 +/- 19 ng/ml was reached within 10 min after  administration. Haemodynamic values, ECG, end-expiratory CO2 concentration,  temperature, acid-base status, hemoglobin, Na+, K+, total Ca++, lactate, glucose  concentration in the blood and the urine were registered before, during and after  the operation.","1986-07","2023-11-15 10:01:37","2023-11-20 11:21:29","","1096-1100","","7","36","","Arzneimittelforschung","","","","","","","","eng","","","","","","","tex.ids= Drost1986a PMID: 3768080 place: Germany","","","","Humans; Male; Female; Kinetics; Middle Aged; Aged; Half-Life; Gas Chromatography-Mass Spectrometry; *Anesthesia, Epidural; Aorta, Abdominal/surgery; Morphine/administration & dosage/blood/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6A7XBJ9","journalArticle","2014","Vandenbossche, Joris; Richards, Henry M.; Lu, Chih Cherng; Richarz, Ute","Dose proportionality and pharmacokinetics of extended-release (OROS®) hydromorphone: a phase 1, open-label, randomized, crossover study in healthy  Taiwanese subjects.","International journal of clinical pharmacology and therapeutics","","0946-1965","10.5414/CP201953","","OBJECTIVES: Osmotic-controlled release oral delivery system (OROS®) hydromorphone - an extended-release preparation - is recommended long-term therapy for chronic  pain patients. Dose proportionality of OROS hydromorphone has been shown in  healthy Caucasian volunteers; however, no studies have been conducted in Asian  populations. To determine whether ethnic differences affect the drug's  pharmacokinetic (PK) profile, we evaluated the dose proportionality of OROS  hydromorphone in healthy Taiwanese adults. METHODS: This 12-week, open-label,  4-way crossover, phase 1 study randomly assigned subjects to 1 of 4 treatment  sequences - single oral dose OROS hydromorphone: 8 mg, 16 mg, 32 mg, or 64 mg -  along with 50 mg naltrexone. Dose proportionality was assessed using a linear  mixed-effects model to estimate the slope of the regression line and its 90% CI  for Cmax, AUC0-48h, and AUClast. Descriptive statistics measured plasma  hydromorphone concentrations, PK parameters, laboratory analytes, and vital  signs. RESULTS: 23 subjects completed the study; a single-dose of OROS  hydromorphone increased plasma concentration steadily for 6 hours and sustained  it at or near maximum levels for ~ 24 hours. After dose normalization to a 16 mg  dose, all studied doses demonstrated dose proportionality for Cmax, AUClast, and  AUC0-48h,as the slopes of the regression lines for Cmax, AUClast, and AUC0-48h  were close to zero, and the 90% CIs within pre-specified limits. Adverse events  were as expected for hydromorphone administered with concomitant naltrexone.  CONCLUSIONS: Single doses of 8 mg, 16 mg, 32 mg, and 64 mg of OROS hydromorphone  were found to be dose proportional for Cmax, AUClast, and AUC0-48h and were  generally safe and well-tolerated in healthy Taiwanese adults.","2014-03","2023-11-15 10:01:37","2023-11-26 07:19:40","","217-226","","3","52","","Int J Clin Pharmacol Ther","","","","","","","","eng","","","","","","","tex.ids= Vandenbossche2014b PMID: 24472398 place: Germany","","","","Adult; Humans; Male; Female; Middle Aged; Area Under Curve; Cross-Over Studies; Young Adult; Delayed-Action Preparations; Hydromorphone/administration & dosage/adverse effects/*pharmacokinetics; Analgesics, Opioid/administration & dosage/adverse effects/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHC4R9B2","journalArticle","1994","Herman, R. A.; Veng-Pedersen, P.; Miotto, J.; Komorowski, J.; Kealey, G. P.","Pharmacokinetics of morphine sulfate in patients with burns.","The Journal of burn care & rehabilitation","","0273-8481","10.1097/00004630-199403000-00002","","Morphine sulfate (MS) pharmacokinetics was evaluated in seven patients with a mean body surface area burn of 21.5% to ascertain a rational basis for the  management of pain in patients with burns. Treatments included a MS constant rate  infusion followed by an oral MS solution (MS-OS) (5 to 15 mg administered every 3  hours) and then a 30 mg MS-controlled release tablet (MS-CR) every 8 hours. Each  treatment was separated by a washout period when sampling of morphine was done.  The apparent terminal half-life for MS-OS was 3 hours, which is similar to that  of patients without burns, but the apparent terminal half-life for the MS-CR in  patients with burns was substantially longer at 14.7 hours. The mean time to  reach peak concentration for MS-CR was delayed relative to MS-OS 1.4 versus 0.5  hours, and the peak concentration was attenuated. The mean release time of the MS  for the CR tablet is about 15 hours. The renal clearances of the MS-CR (114  ml/min) and MS-OS (147 ml/min) were less than the measured creatinine clearance  (177 ml/min) but greater than the creatinine clearance (106 ml/min) predicted for  a healthy individual. The prolonged release of MS-CR makes the MS-CR a good  choice in the management of pain in patients with burns on an 8- to 12-hour  dosing schedule, even though the patient might exhibit an increased clearance.","1994-04","2023-11-15 10:01:37","2023-11-20 11:15:42","","95-103","","2","15","","J Burn Care Rehabil","","","","","","","","eng","","","","","","","tex.ids= Herman1994a PMID: 8195267 place: United States","","","","Adult; Humans; Male; Female; Administration, Oral; Biological Availability; Infusions, Intravenous; Pain/*drug therapy; Delayed-Action Preparations; Solutions; Burns/*metabolism; Morphine/administration & dosage/*pharmacokinetics/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQWT78WE","journalArticle","1999","Hunt, A.; Joel, S.; Dick, G.; Goldman, A.","Population pharmacokinetics of oral morphine and its glucuronides in children receiving morphine as immediate-release liquid or sustained-release tablets for  cancer pain.","The Journal of pediatrics","","0022-3476","10.1016/s0022-3476(99)70326-4","","OBJECTIVES: (1) To determine the pharmacokinetics of morphine, morphine-6-glucuronide (M6G), and morphine-3-glucuronide (M3G) in children with  cancer receiving morphine as immediate-release morphine liquid or  sustained-release tablets. (2) To determine differences with age within the group  and from adults. (3) To explore relationships between plasma concentration and  pain measurements. STUDY DESIGN: Blood samples were collected and plasma analyzed  by high-performance liquid chromatography with electrochemical and fluorescence  detection. Population pharmacokinetic parameters were derived with the program  P-PHARM. RESULTS: Forty children with a median age of 11.4 years (range 1.7 to  18.7 years) received a median dose of 1.4 mg/kg/d (range 0.4 to 24.6 mg/kg/d). A  median of 4 blood samples per child was collected. Plasma clearance of morphine  was 23.1 mL/min per kg body weight. The volume of distribution was 5.2 L/kg.  Molar ratios of M3G/morphine, M6G/morphine, and M3G/M6G were 21.1, 4.7, and 4.2,  respectively. Children <11 years had significantly higher clearance and larger  volume of distribution for morphine and its glucuronides than older children and  adults. Regression analysis indicated average plasma morphine concentration equal  to dose (mg/kg/d) x 8.6 (95% confidence interval 7.4 to 9.9). Significant pain  was present in 30% of the children. Higher pain scores were recorded in children  with average morphine concentrations <12 ng/mL (P <.01 MW). CONCLUSION: Age  differences in morphine pharmacokinetics exist within children and compared with  adults. The study supports a starting dose of 1.5 to 2. 0 mg/kg/d to provide  plasma morphine concentrations >12 ng/mL in children with cancer pain unrelieved  by mild to moderate strength analgesia.","1999-07","2023-11-15 10:01:37","2023-11-20 11:14:06","","47-55","","1","135","","J Pediatr","","","","","","","","eng","","","","","","","tex.ids= Hunt1999a PMID: 10393603 place: United States","","","","Adolescent; Humans; Case-Control Studies; Dose-Response Relationship, Drug; Age Factors; Child; Linear Models; Child, Preschool; Infant; Delayed-Action Preparations; Statistics, Nonparametric; Pain/*drug therapy/etiology; Analgesics, Opioid/administration & dosage/blood/*pharmacokinetics; Morphine/administration & dosage/blood/*pharmacokinetics; Neoplasms/*complications; Morphine Derivatives/administration & dosage/blood/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCFVBUZZ","journalArticle","1987","Mazoit, J. X.; Sandouk, P.; Zetlaoui, P.; Scherrmann, J. M.","Pharmacokinetics of unchanged morphine in normal and cirrhotic subjects.","Anesthesia and analgesia","","0003-2999","","","Published reports of morphine pharmacokinetics differ, perhaps because of analytical discrepancies and different study protocols. A highly specific  radioimmunoassay (N-carboxymethylnormorphine RIA) was used to measure unchanged  morphine in plasma in six normal subjects and in eight cirrhotic patients with  hypoalbuminemia, hyperbilirubinemia, and prolonged prothrombin time. All subjects  received a single intravenous bolus of morphine hydrochloride (0.1 mg/kg).  Peripheral blood samples were collected at frequent intervals from 2 min to 36 hr  after injection. In cirrhotic patients as compared with normal subjects, terminal  half-life of unchanged morphine was longer (201 +/- 39 vs 111 +/- 32 min (mean  +/- SD), P less than 0.01) and total body clearance was slower (21 +/- 7.5 vs  33.5 +/- 8 ml X min-1 X kg-1, P less than 0.05). The apparent volume of  distribution and the steady-state volume of distribution did not differ in the  two groups. In conclusion, cirrhotic patients have a prolonged terminal half-life  of unchanged morphine that is attributable to a decrease in total body clearance.","1987-04","2023-11-15 10:01:37","2023-11-26 07:01:06","","293-298","","4","66","","Anesth Analg","","","","","","","","eng","","","","","","","tex.ids= Mazoit1987a PMID: 3565791 place: United States","","","","Humans; Male; Female; Kinetics; Middle Aged; Aged; Morphine/*blood; Radioimmunoassay; Mathematics; Liver Cirrhosis, Alcoholic/*blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FW85GPZ9","journalArticle","1994","Dagan, O.; Klein, J.; Bohn, D.; Koren, G.","Effects of extracorporeal membrane oxygenation on morphine pharmacokinetics in infants.","Critical care medicine","","0090-3493","10.1097/00003246-199407000-00008","","OBJECTIVES: To study the effect of extracorporeal membrane oxygenation (ECMO) on the pharmacokinetics of morphine in infants. DESIGN: A prospective, comparative  study of morphine pharmacokinetics during and after ECMO. SETTING: The pediatric  intensive care unit at a children's hospital. PATIENTS: Seven infants, aged 1 day  to 12 months, requiring ECMO. INTERVENTION: Infusion of morphine. MEASUREMENT AND  MAIN RESULTS: Steady-state concentrations of morphine were used to generate a  morphine clearance rate. Plasma clearance rate of morphine increased from 0.574  +/- 0.3 L/kg/hr to 1.058 +/- 0.727 L/kg/hr after discontinuation of ECMO (p <  .01). Two infants experienced a clinical picture consistent with opioid  withdrawal. CONCLUSION: Infants requiring morphine after ECMO may require higher  dose rates to maintain adequate sedation.","1994-07","2023-11-15 10:01:37","2023-11-26 06:17:00","","1099-1101","","7","22","","Crit Care Med","","","","","","","","eng","","","","","","","tex.ids= Dagan1994a PMID: 8026197 place: United States","","","","Humans; Time Factors; Prospective Studies; Metabolic Clearance Rate; Infant; Infant, Newborn; Radioimmunoassay; Morphine/administration & dosage/blood/*pharmacokinetics; *Extracorporeal Membrane Oxygenation/statistics & numerical data; Respiratory Distress Syndrome, Newborn/blood/epidemiology/therapy; Respiratory Insufficiency/blood/epidemiology/therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
