"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UJ5LJSRA","journalArticle","2016","Vakkalagadda, Blisse; Lubin, Susan; Reynolds, Laurie; Liang, Dan; Marion, Alan S.; LaCreta, Frank; Boulton, David W.","Lack of a Pharmacokinetic Interaction Between Saxagliptin and Dapagliflozin in Healthy Subjects: A Randomized Crossover Study.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2016.07.005","","PURPOSE: This single-dose, open-label, randomized, 3-period, 3-treatment crossover drug-drug interaction study was conducted to evaluate differences in  the pharmacokinetic properties of saxagliptin and dapagliflozin when  coadministered. METHODS: Healthy subjects (N = 42) were randomized to receive  saxagliptin 5 mg alone, dapagliflozin 10 mg alone, or saxagliptin 5 mg plus  dapagliflozin 10 mg coadministered; there was a washout period of ≥6 days between  treatments. Serial blood samples for determining saxagliptin, 5-hydroxy  saxagliptin (5-OH saxagliptin; major active metabolite) and dapagliflozin plasma  concentrations and pharmacokinetic parameters were collected before and up to 60  hours after the dose. No interaction was to be concluded if the 90% CIs for the  geometric mean ratios of the combination compared with each drug given alone for  Cmax and AUCinf were within 0.80 to 1.25. FINDINGS: The results indicated that  dapagliflozin had no effect on the pharmacokinetic properties of saxagliptin,  5-OH saxagliptin, or saxagliptin total active moiety and vice versa. The 90% CIs  for Cmax and AUCinf for all comparisons were contained entirely within the 0.80  to 1.25 equivalence intervals. Other pharmacokinetic parameters (apparent oral  clearance or half-life) of saxagliptin or dapagliflozin were similar when each  medicine was administered alone or when coadministered. No safety profile or  tolerability findings of concern were observed during the study. All adverse  events were mild, and no serious adverse events were reported. IMPLICATIONS:  These data indicate that coadministration of saxagliptin and dapagliflozin  exhibits no pharmacokinetic interaction and is well tolerated. ClinicalTrials.gov  identifier: NCT01662999.","2016-08","2024-04-23 08:32:30","2024-04-23 08:47:58","","1890-1899","","8","38","","Clin Ther","","","","","","","","eng","Copyright © 2016 Elsevier HS Journals, Inc. All rights reserved.","","","","","","Place: United States PMID: 27491280","","","","Adult; Humans; Male; Female; Administration, Oral; Drug Interactions; Half-Life; Cross-Over Studies; Young Adult; Benzhydryl Compounds/administration & dosage/*pharmacokinetics; *drug interaction; Dipeptides/administration & dosage/*pharmacokinetics; Glucosides/administration & dosage/*pharmacokinetics; Adamantane/administration & dosage/*analogs & derivatives/pharmacokinetics; *dapagliflozin; *dipeptidyl peptidase-4 (DPP-4) inhibitor; *saxagliptin; *sodium-glucose cotransporter 2 (SGLT-2) inhibitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXVT7ET9","journalArticle","2016","Tirucherai, G. S.; LaCreta, F.; Ismat, F. A.; Tang, W.; Boulton, D. W.","Pharmacokinetics and pharmacodynamics of dapagliflozin in children and adolescents with type 2 diabetes mellitus.","Diabetes, obesity & metabolism","","1463-1326 1462-8902","10.1111/dom.12638","","AIMS: To evaluate the pharmacokinetic (PK)/pharmacodynamic (PD) and safety profile of dapagliflozin in paediatric patients aged 10-17 years with type 2  diabetes mellitus (T2DM). METHODS: Patients were randomized to a single oral dose  of dapagliflozin 2.5, 5 or 10 mg. The PK characteristics for individual patients  were derived by non-compartmental methods. Urinary glucose excretion (UGE),  fasting plasma glucose (FPG) and ease of swallowing were also evaluated. RESULTS:  A total of 24 patients with a mean (range) body weight of 99.7 (61.5-169.5) kg  received dapagliflozin. Dapagliflozin was rapidly absorbed after oral  administration (median time to maximum plasma concentration ∼1.5 h) and systemic  exposures to dapagliflozin and its 3-O-glucuronide metabolite appeared  dose-proportional. The mean 24-h UGE increased in a dose-related manner (52.8,  62.4 and 89.0 g for the 2.5, 5 and 10 mg groups, respectively). Mean FPG  concentrations were lower for all dose groups on day 2 (6.9, 6.2 and 6.8 mmol/l  for 2.5, 5 and 10 mg groups, respectively) than they were predose on day 1 (9.5,  8.5 and 8.2 mmol/l for 2.5, 5 and 10 mg groups, respectively). Six patients (25%)  experienced ≥1 adverse event (AE), however, there was no dose-related pattern.  All AEs occurred only once and most were mild in intensity. Nearly all patients  (n = 23; 95.8%) reported easy swallowing of the dapagliflozin tablets.  CONCLUSIONS: Dapagliflozin was well tolerated in this paediatric population, with  no significant safety findings. PK/PD characteristics were similar to those  observed in adults with T2DM, thereby supporting the hypothesis that the same  dapagliflozin dosage as that used in adults can be evaluated in future phase III  paediatric studies.","2016-07","2024-04-23 08:32:30","2024-04-23 08:47:47","","678-684","","7","18","","Diabetes Obes Metab","","","","","","","","eng","© 2016 John Wiley & Sons Ltd.","","","","","","Place: England PMID: 27291448","","","","Adolescent; Humans; Male; Female; Administration, Oral; Dose-Response Relationship, Drug; pharmacokinetics; Area Under Curve; Treatment Outcome; Drug Administration Schedule; Child; Benzhydryl Compounds/administration & dosage/*pharmacokinetics; Blood Glucose/metabolism; type 2 diabetes mellitus; Diabetes Mellitus, Type 2/*drug therapy; Patient Satisfaction; Hypoglycemic Agents/administration & dosage/*pharmacokinetics; pharmacodynamics; paediatric; Glucosides/administration & dosage/*pharmacokinetics; dapagliflozin; Sodium-Glucose Transport Proteins/antagonists & inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4K8ZU4V4","journalArticle","2011","Kasichayanula, Sreeneeranj; Liu, Xiaoni; Zhang, Weijiang; Pfister, Marc; LaCreta, Frank P.; Boulton, David W.","Influence of hepatic impairment on the pharmacokinetics and safety profile of dapagliflozin: an open-label, parallel-group, single-dose study.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2011.09.011","","BACKGROUND: Dapagliflozin, a selective inhibitor of renal sodium glucose co-transporter 2, is under development for the treatment of type 2 diabetes  mellitus. Dapagliflozin elimination is primarily via glucuronidation to an  inactive metabolite, dapagliflozin 3-O-glucuronide. Pharmacokinetic studies are  recommended in subjects with impaired hepatic function if hepatic metabolism  accounts for a substantial portion of the absorbed drug. OBJECTIVE: The purpose  of our study was to compare the pharmacokinetics of dapagliflozin in patients  with mild, moderate, or severe hepatic impairment (HI) with healthy subjects.  METHODS: This was an open-label, parallel-group study in male or female patients  with mild, moderate, or severe HI (6 per group according to Child-Pugh  classification) and in 6 healthy control subjects. The control subjects were  matched to the combined HI group for age (±10 years), weight (±20%), sex, and  smoking status, with no deviations from normal in medical history, physical  examination, ECG, or laboratory determinations. All participants received a  single 10-mg oral dose of dapagliflozin, and the pharmacokinetics of  dapagliflozin and dapagliflozin 3-O-glucuronide were characterized. Dapagliflozin  tolerability was also assessed throughout the study. RESULTS: Demographic  characteristics and baseline physical measurements (weight, height, and body mass  index) were similar among the 18 patients in the HI groups (58-126 kg;  151.2-190.0 cm, and 31.5-37.7 kg/m(2), respectively) and the healthy subject  group (65.0-102.6 kg; 166.0-184.0 cm, and 23.3-34.3 kg/m(2), respectively). In  those with mild, moderate, or severe HI, dapagliflozin mean C(max) values were  12% lower and 12% and 40% higher than healthy subjects, respectively. Mean  dapagliflozin AUC(0-∞) values were 3%, 36%, and 67% higher compared with healthy  subjects, respectively. Dapagliflozin 3-O-glucuronide mean C(max) values were 4%  and 58% higher and 14% lower in those with mild, moderate, or severe HI compared  with healthy subjects, respectively, and mean dapagliflozin 3-O-glucuronide  AUC(0-∞) values were 6%, 100%, and 30% higher compared with healthy subjects,  respectively. These values were highly dependent on the calculated creatinine  clearance of each group. All adverse events were mild or moderate, with no  imbalance in frequency between groups. CONCLUSIONS: Compared with healthy  subjects, systemic exposure to dapagliflozin in subjects with HI was correlated  with the degree of HI. Single 10-mg doses of dapagliflozin were generally well  tolerated by participants in this study. Due to the higher dapagliflozin  exposures in patients with severe HI, the benefit:risk ratio should be  individually assessed because the long-term safety profile and efficacy of  dapagliflozin have not been specifically studied in this population.","2011-11","2024-04-23 08:32:30","2024-04-23 08:44:47","","1798-1808","","11","33","","Clin Ther","","","","","","","","eng","Copyright © 2011 Elsevier HS Journals, Inc. All rights reserved.","","","","","","Place: United States PMID: 22030444","","","","Adult; Humans; Male; Female; Middle Aged; Benzhydryl Compounds; Liver/*drug effects/physiopathology; Glucosides/*adverse effects/*pharmacokinetics/therapeutic use; Hypoglycemic Agents/*adverse effects/*pharmacokinetics/therapeutic use; Sodium-Glucose Transport Proteins/*antagonists & inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AV7442U","journalArticle","2010","Obermeier, M.; Yao, M.; Khanna, A.; Koplowitz, B.; Zhu, M.; Li, W.; Komoroski, B.; Kasichayanula, S.; Discenza, L.; Washburn, W.; Meng, W.; Ellsworth, B. A.; Whaley, J. M.; Humphreys, W. G.","In vitro characterization and pharmacokinetics of dapagliflozin (BMS-512148), a potent sodium-glucose cotransporter type II inhibitor, in animals and humans.","Drug metabolism and disposition: the biological fate of chemicals","","1521-009X 0090-9556","10.1124/dmd.109.029165","","(2S,3R,4R,5S,6R)-2-(3-(4-Ethoxybenzyl)-4-chlorophenyl)-6-hydroxymethyl-tetrahydro-2H-pyran-3,4,5-triol (dapagliflozin; BMS-512148) is a potent sodium-glucose cotransporter type II  inhibitor in animals and humans and is currently under development for the  treatment of type 2 diabetes. The preclinical characterization of dapagliflozin,  to allow compound selection and prediction of pharmacological and dispositional  behavior in the clinic, involved Caco-2 cell permeability studies, cytochrome  P450 (P450) inhibition and induction studies, P450 reaction phenotyping,  metabolite identification in hepatocytes, and pharmacokinetics in rats, dogs, and  monkeys. Dapagliflozin was found to have good permeability across Caco-2 cell  membranes. It was found to be a substrate for P-glycoprotein (P-gp) but not a  significant P-gp inhibitor. Dapagliflozin was not found to be an inhibitor or an  inducer of human P450 enzymes. The in vitro metabolic profiles of dapagliflozin  after incubation with hepatocytes from mice, rats, dogs, monkeys, and humans were  qualitatively similar. Rat hepatocyte incubations showed the highest turnover,  and dapagliflozin was most stable in human hepatocytes. Prominent in vitro  metabolic pathways observed were glucuronidation, hydroxylation, and  O-deethylation. Pharmacokinetic parameters for dapagliflozin in preclinical  species revealed a compound with adequate oral exposure, clearance, and  elimination half-life, consistent with the potential for single daily dosing in  humans. The pharmacokinetics in humans after a single dose of 50 mg of  [(14)C]dapagliflozin showed good exposure, low clearance, adequate half-life, and  no metabolites with significant pharmacological activity or toxicological  concern.","2010-03","2024-04-23 08:32:30","2024-04-23 08:46:12","","405-414","","3","38","","Drug Metab Dispos","","","","","","","","eng","","","","","","","Place: United States PMID: 19996149","","","","Humans; Male; Kinetics; Animals; Rats; Rats, Sprague-Dawley; Mice; Half-Life; Biotransformation; Biological Availability; Dogs; Cells, Cultured; Drug Evaluation, Preclinical; Cytochrome P-450 Enzyme Inhibitors; Microsomes, Liver/metabolism; Caco-2 Cells; Mice, Inbred BALB C; Macaca fascicularis; Cytochrome P-450 Enzyme System/biosynthesis/metabolism; Benzhydryl Compounds; Hepatocytes/enzymology/metabolism; *Sodium-Glucose Transporter 2 Inhibitors; ATP Binding Cassette Transporter, Subfamily B, Member 1/antagonists & inhibitors/metabolism; Glucosides/blood/*pharmacokinetics/*pharmacology/urine; Hypoglycemic Agents/blood/*pharmacokinetics/*pharmacology/urine; Isoenzymes/antagonists & inhibitors/biosynthesis/metabolism; Membrane Transport Modulators/blood/*pharmacokinetics/*pharmacology/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQGSUA6J","journalArticle","2013","Yang, Li; Li, Haiyan; Li, Hongmei; Bui, Anh; Chang, Ming; Liu, Xiaoni; Kasichayanula, Sreeneeranj; Griffen, Steven C.; Lacreta, Frank P.; Boulton, David W.","Pharmacokinetic and pharmacodynamic properties of single- and multiple-dose of dapagliflozin, a selective inhibitor of SGLT2, in healthy Chinese subjects.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2013.06.017","","BACKGROUND: Dapagliflozin, a selective, orally active, renal sodium glucose cotransporter 2 (SGLT2) 2 inhibitor, is under investigation as a treatment of  type 2 diabetes mellitus (T2DM). Dapagliflozin reduces hyperglycemia by  inhibiting renal glucose reabsorption and dose-dependently increasing urinary  glucose excretion, independent of insulin secretion or action. OBJECTIVES: These  studies assessed the single- and multiple-dose pharmacokinetic and pharmaco  dynamic properties of dapagliflozin and its major inactive metabolite,  dapagliflozin 3-O-glucuronide (D3OG), in healthy subjects residing in China.  METHODS: In 2 identically designed, open-label, single- and multiple-dose studies  (n = 14 for both studies), healthy Chinese subjects were administered oral  dapagliflozin 5 or 10 mg. In both studies, subjects received a single dose on day  1 (single-dose administration period) followed by 6 once-daily doses on days 5 to  10 (multiple-dose administration period). Pharmacokinetic parameters (plasma and  urinary dapagliflozin and D3OG), pharmacodynamic response (urinary glucose  excretion), and tolerability were assessed. RESULTS: Fourteen subjects completed  the dapagliflozin 5-mg study, and 13 completed the dapagliflozin 10-mg study.  Baseline characteristics were balanced across the two studies: 9 versus 10 men;  mean age, 27.1 versus 28.9 years; mean weight, 62.8 versus 62.2 kg; and mean body  mass index, 23.0 versus 22.2 kg/m(2) in the dapagliflozin 5- and 10-mg studies,  respectively. In both doses, dapagliflozin was rapidly absorbed (T(max), ≤1.5 h),  accumulation (defined as the geometric mean ratio of AUC(τ) at day 10 to AUC(τ)  at day 1) after multiple dosing was minimal (<1.13 fold), and elimination  half-life was 10 to 12 h. D3OG showed a slightly longer median Tmax (≤2 h) but a  similar plasma concentration-time profile and half-life compared with  dapagliflozin. The majority of D3OG (up to 69.7% of the dapagliflozin dose) was  excreted in urine, while ≤1.9% of dapagliflozin was excreted unchanged in urine.  Over a 24-hour period and at steady state (day 10), urinary glucose excretion  values were 28.1 and 41.1 g with dapagliflozin 5 and 10 mg, respectively.  Dapagliflozin was generally well tolerated; one dapagliflozin 10 mg-treated  subject discontinued the study because of a serious adverse event (bronchitis)  considered by the investigator as unrelated to dapagliflozin dosing. CONCLUSIONS:  Pharmacokinetic and pharmacodynamic characteristics following single- and  multiple-dose dapagliflozin 5 and 10 mg oral administration in healthy Chinese  subjects were as predicted from previous studies and were similar to findings  observed in non-Chinese healthy subjects. Dapagliflozin dosing was well  tolerated. The clinically recommended dapagliflozin dose of 10 mg once daily is  expected to be appropriate in patients of Chinese ethnicity; results from an  efficacy and tolerability study in Chinese patients with T2DM are awaited.","2013-08","2024-04-23 08:32:30","2024-04-23 08:48:16","","1211-1222.e2","","8","35","","Clin Ther","","","","","","","","eng","© 2013 Elsevier HS Journals, Inc. All rights reserved.","","","","","","Place: United States PMID: 23910664","","","","Adolescent; Adult; Humans; Male; Female; Middle Aged; Administration, Oral; Dose-Response Relationship, Drug; pharmacokinetics; Healthy Volunteers; Young Adult; Drug Administration Schedule; China; type 2 diabetes mellitus; Benzhydryl Compounds; pharmacodynamics; Sodium-Glucose Transporter 2; Sodium-Glucose Transporter 2 Inhibitors; Glucosides/*administration & dosage/adverse effects/*pharmacokinetics; dapagliflozin; Chinese; Drugs, Investigational; Hypoglycemic Agents/*administration & dosage/adverse effects/*pharmacokinetics; SGLT2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9CTUYZK","journalArticle","2020","Li, Xiaojiao; Zhu, Xiaoxue; Liu, Jingrui; Li, Qianqian; Zhang, Hong; Li, Cuiyun; Wu, Min; Gao, Lei; Wen, He; Li, Xixi; Tang, Xinran; Liu, Li; Ding, Yanhua","Pharmacokinetics, pharmacodynamics and tolerability of single and multiple doses of janagliflozin, a sodium-glucose co-transporter-2 inhibitor, in Chinese people  with type 2 diabetes mellitus.","Diabetes, obesity & metabolism","","1463-1326 1462-8902","10.1111/dom.14156","","AIMS: To evaluate the pharmacokinetic (PK) and pharmacodynamic (PD) characteristics, and tolerability of janagliflozin, a novel sodium-glucose  co-transporter-2 inhibitor, in Chinese people with type 2 diabetes mellitus  (T2DM). MATERIALS AND METHODS: In this study, 36 people with T2DM were randomly  assigned in a 1:1:1:1 ratio to receive janagliflozin 25 mg, janagliflozin 50 mg,  dapagliflozin 10 mg or placebo. Participants received a single dose on day 1, and  were treated once daily from day 4 to day 17. RESULTS: Following oral  administration, janagliflozin was rapidly absorbed, reaching C(max) at 2 hours.  The mean half-life (t(1/2) ) at steady state was approximately 21 to 23 hours.  There was no significant accumulation with multiple doses (accumulation  factor < 2). In participants treated with janagliflozin 25 mg, janagliflozin  50 mg, dapagliflozin 10 mg or placebo, change in mean 24-hour urinary glucose  excretion from baseline was 92.35, 94.17, 87.61 and 6.26 g after multiple doses,  and change in mean fasting plasma glucose level from baseline to day 17 was  -2.18, -2.66, -2.79 and 1.70%, respectively. Most adverse events (AEs) were mild  or moderate with no deaths, serious AEs, or discontinuations due to AEs.  CONCLUSIONS: Single and multiple oral administration (14 days) of janagliflozin  25 mg and 50 mg exhibited favourable PK, PD and tolerability profiles in Chinese  people with T2DM, which were comparable to those of dapagliflozin 10 mg.  Janagliflozin 25 mg and 50 mg are recommended for further clinical investigation.","2020-12","2024-04-23 08:32:30","2024-04-23 08:46:07","","2316-2324","","12","22","","Diabetes Obes Metab","","","","","","","","eng","© 2020 John Wiley & Sons Ltd.","","","","","","Place: England PMID: 32744380","","","","Humans; Glucose; Sodium; Dose-Response Relationship, Drug; China/epidemiology; type 2 diabetes mellitus; *Diabetes Mellitus, Type 2/drug therapy; *Sodium-Glucose Transporter 2 Inhibitors; *Symporters; dapagliflozin; janagliflozin; pharmacokinetics and pharmacodynamics; SGLT2 inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFY4HTJ9","journalArticle","2016","Tang, W.; Leil, T. A.; Johnsson, E.; Boulton, D. W.; LaCreta, F.","Comparison of the pharmacokinetics and pharmacodynamics of dapagliflozin in patients with type 1 versus type 2 diabetes mellitus.","Diabetes, obesity & metabolism","","1463-1326 1462-8902","10.1111/dom.12594","","AIMS: To compare the pharmacokinetics and pharmacodynamics of dapagliflozin in patients with type 1 diabetes mellitus (T1DM) versus type 2 diabetes mellitus  (T2DM) in order to explore the potential of dapagliflozin as add-on therapy to  insulin in patients with T1DM. METHODS: Steady-state pharmacokinetics and  pharmacodynamics of dapagliflozin (1-100 mg) were evaluated in a meta-analysis of  patients with T1DM or T2DM. A model was constructed of the relationship between  dapagliflozin systemic exposure and urinary glucose excretion (UGE) in patients  with T1DM versus those with T2DM. RESULTS: Data were analysed from 160 patients  (T1DM, n = 70; T2DM, n = 90). Dapagliflozin systemic exposure (maximum  concentration and area under the curve) increased similarly in a dose-related  manner in both patient populations. Dose-dependent increases in 24-h UGE were  observed with dapagliflozin in both populations. Unadjusted results showed that  with regard to UGE response, dapagliflozin was more potent in patients with T1DM  {mean half-maximum effective concentration [EC50 ] = 2.72 ng/ml [95% confidence  interval (CI) 1.14, 5.08]} than in patients with T2DM [EC50  = 12.2 ng/ml (95% CI  4.91, 21.1)]. After normalization for baseline fasting plasma glucose, estimated  glomerular filtration rate and UGE, however, the UGE potency of dapagliflozin was  similar between the two populations [T1DM: mean EC50 , 8.12 ng/ml (95% CI 2.95,  14.6); T2DM: mean EC50 , 7.75 ng/ml (95% CI 1.35, 18.1)]. CONCLUSIONS:  Dapagliflozin pharmacokinetics and the predicted UGE dose exposure response to  dapagliflozin were similar in patients with T1DM and those with T2DM and suggest  that the dapagliflozin dosages currently used for the treatment of T2DM may  provide benefit as add-on therapy to insulin in patients with T1DM.","2016-03","2024-04-23 08:32:30","2024-04-23 08:47:20","","236-240","","3","18","","Diabetes Obes Metab","","","","","","","","eng","© 2015 John Wiley & Sons Ltd.","","","","","","Place: England PMID: 26510924","","","","Humans; Dose-Response Relationship, Drug; pharmacokinetics; Blood Glucose/analysis; Fasting/blood; Glucose/metabolism; type 2 diabetes; Glomerular Filtration Rate; pharmacodynamics; Hypoglycemic Agents/*pharmacokinetics; type 1 diabetes; Glucosides/*pharmacokinetics; Benzhydryl Compounds/*pharmacokinetics; dapagliflozin; Diabetes Mellitus, Type 1/drug therapy/*metabolism; Diabetes Mellitus, Type 2/drug therapy/*metabolism; Glycosuria/drug therapy/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYREJJIN","journalArticle","2016","LaCreta, Frank; Griffen, Steven C.; Liu, Xiaoni; Smith, Charles; Hines, Carey; Volk, Kevin; Tejwani, Ravindra; Boulton, David W.","Bioequivalence and food effect of heat-stressed and non-heat-stressed dapagliflozin 2.5- and 10-mg tablets.","International journal of pharmaceutics","","1873-3476 0378-5173","10.1016/j.ijpharm.2016.07.017","","Physical storage of formulations may result in physical composition changes that affect pharmacokinetics. Dapagliflozin, an oral sodium-glucose cotransporter 2  inhibitor used for type 2 diabetes mellitus, stored under prolonged exposure to  heat converts crystalline dapagliflozin to an amorphous form. Bioequivalence of  the amorphous to crystalline form and food effects of each form in the 2.5-mg  formulation are unknown. Two open-label, crossover, single-dose studies in  healthy participants assessed pharmacokinetics for heat-stressed (HS) and  non-heat-stressed (NH) dapagliflozin 10-mg (study 1, N=29, fasted+HS food effect)  and 2.5-mg (study 2, N=28, fasted+HS and NH food effect) tablets. The 90%  confidence intervals for geometric mean ratios of area under the  concentration-time curve (AUC) and peak concentration (Cmax) for HS 2.5- and  10-mg tablets were within 80-125%, indicating bioequivalence. In the fed vs.  fasted state for 2.5-mg and 10-mg HS tablets, AUCs were similar, time to Cmax was  prolonged by 1.25h, and Cmax decreased by approximately 50%. No serious adverse  events were reported. Given that dapagliflozin's efficacy is dependent upon AUC,  it was concluded that HS and NH dapagliflozin tablets are bioequivalent in 2.5-  and 10-mg doses with no clinically meaningful food effect for either form.","2016-09-10","2024-04-23 08:32:30","2024-04-23 08:45:57","","288-295","","1","511","","Int J Pharm","","","","","","","","eng","Copyright © 2016. Published by Elsevier B.V.","","","","","","Place: Netherlands PMID: 27418571","","","","Adult; Humans; Male; Female; Middle Aged; Cross-Over Studies; Pharmacokinetics; Young Adult; Therapeutic Equivalency; Tablets; Fasting/*blood; Food-Drug Interactions/*physiology; Drug Compounding; Bioequivalence; *Diet, High-Fat; *Hot Temperature/adverse effects; Amorphous form; Benzhydryl Compounds/*blood/*chemistry; Dapagliflozin; Drug stability; Glucosides/*blood/*chemistry; Heat-stressed; Sodium-glucose cotransporter 2 inhibitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PNR53A5","journalArticle","2017","Biester, Torben; Aschemeier, Baerbel; Fath, Maryam; Frey, Marcel; Scheerer, Markus F.; Kordonouri, Olga; Danne, Thomas","Effects of dapagliflozin on insulin-requirement, glucose excretion and ß-hydroxybutyrate levels are not related to baseline HbA1c in youth with type 1  diabetes.","Diabetes, obesity & metabolism","","1463-1326 1462-8902","10.1111/dom.12975","","Youth with type 1 diabetes (T1D) infrequently achieve HbA1c targets. Therefore, this placebo-controlled, randomized, crossover study was set up to assess the  safety, effect and pharmacokinetics of a single dose of 10 mg dapagliflozin  (DAPA) as add-on to insulin in relationship to HbA1c in youth. A total of 33  youths (14 males, median age 16 years, diabetes duration 8 years) were included  and stratified into 3 baseline HbA1c categories (<7.5%, 7.5%-9.0% or >9.0; n = 11  each). During the study period of 24 hours, intravenous insulin administration  and glucose-infusion kept blood glucose levels at 160 to 220 mg/dL. DAPA reduced  mean insulin dose by 13.6% ( P  < .0001 by ANOVA) and increased urinary glucose  excretion by 610% (143.4 vs 22.4 g/24 h; P  < .0001), both irrespective of  baseline HbA1c. Six independent episodes in 6 patients with plasma  ß-hydroxybutyrate levels between ≥0.6 and <1.0 mmol/L were observed after liquid  meal challenges, 5 episodes in the DAPA group and 1 in the placebo group. This  study provides a proof-of-concept, irrespective of preexisting HbA1c levels, for  adjunct SGLT2-inhibitor therapy in the paediatric age group by lowering insulin  dose and increasing glucose excretion.","2017-11","2024-04-23 08:32:30","2024-04-23 08:44:04","","1635-1639","","11","19","","Diabetes Obes Metab","","","","","","","","eng","© 2017 John Wiley & Sons Ltd.","","","","","","Place: England PMID: 28417527","","","","Adolescent; Adult; Humans; Male; Female; Double-Blind Method; Dose-Response Relationship, Drug; Cross-Over Studies; Young Adult; Child; Pilot Projects; Drug Therapy, Combination; HbA1c; type 1 diabetes; hypoglycemia; Insulin/*administration & dosage/pharmacokinetics; dapagliflozin; 3-Hydroxybutyric Acid/*blood; Benzhydryl Compounds/administration & dosage/pharmacokinetics/*pharmacology; Diabetes Mellitus, Type 1/blood/complications/*drug therapy/urine; diabetic ketoacidosis; Glucosides/administration & dosage/pharmacokinetics/*pharmacology; Glycated Hemoglobin/drug effects/*metabolism; Glycosuria/*chemically induced/epidemiology; insulin requirement; SGLT-2 inhibitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59CD3MPE","journalArticle","2017","Paul, David; Allakonda, Lingesh; Satheeshkumar, Nanjappan","A validated UHPLC-QTOF-MS method for quantification of metformin and teneligliptin in rat plasma: Application to pharmacokinetic interaction study.","Journal of pharmaceutical and biomedical analysis","","1873-264X 0731-7085","10.1016/j.jpba.2017.05.026","","In this study a sensitive UHPLC-QTOF-MS method was developed and validated for the quantitation of the metformin (MET) and teneligliptin (TEN) in rat plasma  using dapagliflozin as an internal standard (IS). Chromatographic separation were  carried out on a Acquity UPLC HSS Cyano column (100mm x 2.1mm, 1.8μm) using  gradient mobile phase system consisting of 0.1% formic acid and acetonitrile at a  flow rate of 0.4mL/min, within a run time of 6min. Protein precipitation method  was used as sample preparation approach. Detection of target ions [M+H](+) at m/z  130.1085 for MET, m/z 427.2277 for TEN and m/z 409.1623 for IS was performed at  positive ion electrospray ionization mode. Linearity was assessed in the range of  0.98-1000ng/mL for both MET and TEN. The developed assay was validated as per  US-FDA and EMA bioanalytical guidelines and successfully applied to  pharmacokinetic interaction study in SD rats. A 1.1 fold increment in the AUC  levels of MET and TEN was observed when co-administered together in rats.","2017-09-05","2024-04-23 08:32:30","2024-04-23 08:46:15","","1-8","","","143","","J Pharm Biomed Anal","","","","","","","","eng","Copyright © 2017 Elsevier B.V. All rights reserved.","","","","","","Place: England PMID: 28544884","","","","Animals; Rats; Rats, Sprague-Dawley; Reproducibility of Results; Mass Spectrometry; Chromatography, High Pressure Liquid; Metformin; Pyrazoles; Thiazolidines; Metformin/*blood; Pharmacokinetic interaction study; Teneligliptin; UHPLC-QTOF-MS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
