"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2JZSX39Q","journalArticle","1992","Ryu, J. C.; Kwon, O. S.; Song, Y. S.; Yang, J. S.; Park, J.","The effects of probenecid on the excretion kinetics of stanozolol, an anabolic steroid, in rats.","Journal of applied toxicology : JAT","","0260-437X","10.1002/jat.2550120605","","The pharmacokinetic behaviour and the mechanism of renal excretion of stanozolol (STZ), as affected by co-treatment with probenecid, were studied in male  Sprague-Dawley rats. Pharmacokinetic parameters following intravenous (i.v.)  administration of STZ (20 mg kg-1 body wt.) were measured in both STZ-treated  (control) and STZ plus probenecid-treated (treatment) groups. In order to assess  the renal clearance of STZ, bolus doses of STZ and inulin (40 mg kg-1 body wt.)  were injected i.v. either in the presence or absence of probenecid (40 mg kg-1  body wt.). The blood and urine concentrations of STZ were determined by capillary  gas chromatography-mass spectrometry (GC-MS). In the probenecid treatment group,  the area under the plasma disappearance and urinary excretion curves (AUC) of STZ  were significantly decreased (P < 0.01) and the volume of distribution (Vd) and  total clearance (CLt) were significantly increased statistically (P < 0.05 and P  < 0.01, respectively). No remarkable differences in the urine flow rate, urine pH  values, glomerular filtration rate (GFR) or renal clearance were observed in the  treatment group. However, the clearance ratio in the treatment group was  significantly increased from 11.72 to 17.27. From these results, it is suggested  that the significant decrease of AUC, i.e. increase of disappearance of STZ in  plasma by co-administration with probenecid, is due to the increase of the  clearance ratio.","1992-12","2023-07-10 08:39:35","2023-07-10 08:39:35","","385-391","","6","12","","J Appl Toxicol","","","","","","","","eng","","","","","","","Place: England PMID: 1452971","","","","Male; Animals; Rats; Rats, Sprague-Dawley; Half-Life; Gas Chromatography-Mass Spectrometry; Metabolic Clearance Rate/drug effects; Kidney/*drug effects/metabolism; Probenecid/*pharmacology; Stanozolol/blood/*pharmacokinetics/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEC62ZF6","journalArticle","1983","Pozet, N.; Brazier, J. L.; Aïssa, A. H.; Khenfer, D.; Faucon, G.; Apoil, E.; Traeger, J.","Pharmacokinetics of diltiazem in severe renal failure.","European journal of clinical pharmacology","","0031-6970","10.1007/BF00542213","","The acute effects of a single dose of diltiazem (Tildiem), a calcium antagonist, were studied in 9 patients with severely impaired renal function (GFR between  0.03 and 0.87 ml/s/1.73 m2). Control measurements were made of inulin and PAH  clearance, creatinine, blood pressure, heart rate and ECG. Following  administration of diltiazem 120 mg, 7 blood samples were collected in the first  12 h and after 24 h, 32 h, 48 h; urine was collected for the first 12 h, 12-24 h  and 24-48 h, and blood pressure, heart rate and ECG were recorded after 6 h.  Diltiazem and its main metabolite, desacetyldiltiazem, had a pharmacokinetic  profile similar to that in patients with normal renal function (peak plasma  concentration, half-life and urinary excretion). Diltiazem is normally eliminated  in the urine to a small extent, because it is metabolized, and this also applies  to desacetyldiltiazem, which is probably further metabolized.","1983","2023-07-10 08:39:35","2023-07-10 08:59:08","","635-638","","5","24","","Eur J Clin Pharmacol","","","","","","","","eng","","","","","","","Place: Germany PMID: 6873142","","","","Adult; Humans; Male; Female; Kinetics; Middle Aged; Kidney Failure, Chronic/*metabolism; Benzazepines/*metabolism; Diltiazem/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSP499QR","journalArticle","1991","Tsao, C.; Greene, P.; Odlind, B.; Brater, D. C.","Pharmacokinetics of recombinant human superoxide dismutase in healthy volunteers.","Clinical pharmacology and therapeutics","","0009-9236","10.1038/clpt.1991.211","","We studied the pharmacokinetics and effects of recombinant human superoxide dismutase (rhSOD) in 32 normal human volunteers after intravenous bolus doses  from 1 mg/kg to 45 mg/kg in a single-blind, placebo-controlled, crossover design.  The drug was well tolerated. Neither cardiovascular nor renal function, such as  the echocardiographically determined cardiac index, insulin or  para-aminohippurate clearance, or the urinary excretion of beta 2-microglobulin  or N-acetylglucosaminidase, was affected. Pharmacokinetic analysis by use of  noncompartmental methods showed an overall half-life of rhSOD to be about 4 hours  for doses from 3 mg/kg to 45 mg/kg. The peak concentrations ranged from 24 to 837  mg/L, and urinary excretion increased from 3% to 57% of total dose after single  intravenous bolus administrations of the drug from 1 mg/kg to 45 mg/kg. The mean  renal clearance of rhSOD initially increased with dose then plateaued at the  highest dose, whereas the nonrenal clearance decreased with dose to a plateau;  total clearance remained essentially constant. The progressive increase in renal  clearance may be explained by saturation of the tubular reabsorption and  degradation of the protein, a mechanism previously described in animal models.","1991-12","2023-07-10 08:39:35","2023-07-10 08:58:02","","713-720","","6","50","","Clin Pharmacol Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 1752116","","","","Adult; Humans; Male; Reference Values; Single-Blind Method; Cardiovascular Physiological Phenomena; Inulin/metabolism; Cardiovascular System/drug effects; Kidney Tubules/drug effects/metabolism; Recombinant Proteins/pharmacokinetics/pharmacology; Superoxide Dismutase/*pharmacokinetics/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TY5ZM224","journalArticle","1979","Hautmann, R.; Osswald, H.","Pharmacokinetic studies of oxalate in man.","Investigative urology","","0021-0005","","","The observation of the plasma concentrations after rapid intravenous administration of inulin and 14C-oxalate to six normal and one hyperoxaluric  subjects allowed estimations of the half-life of elimination of oxalate (mean  91.7 min), volume of distribution of oxalate (mean = 32.5 liters), calculation of  the miscible oxalate pool (mean 3.7 mg), of the plasma oxalate concentration  (mean = 11.1 microgram per 100 ml), of the oxalate clearance (252 ml per min),  and the determination of the oxalate turnover rate (0.027 mg per min). The  14C-oxalate/inulin clearance ratio was 2.44 implying an additional excretion  mechanism apart from glomerular filtration. Inasmuch as 97.2 per cent of the  administered tracer were recovered unchanged in urine, nonrenal loss of oxalate  is not an appreciable factor. The data of one hyperoxaluric patient are compared  with those of the healthy subjects.","1979-03","2023-07-10 08:39:35","2023-07-10 09:00:54","","395-398","","5","16","","Invest Urol","","","","","","","","eng","","","","","","","Place: United States PMID: 429137","","","","Humans; Male; Female; Kinetics; Half-Life; Metabolic Clearance Rate; Amino Acid Metabolism, Inborn Errors/*metabolism; Inulin/blood/pharmacology; Oxalates/*metabolism/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52KGTQ5A","journalArticle","1978","Loirat, P.; Rohan, J.; Baillet, A.; Beaufils, F.; David, R.; Chapman, A.","Increased glomerular filtration rate in patients with major burns and its effect on the pharmacokinetics of tobramycin.","The New England journal of medicine","","0028-4793","10.1056/NEJM197810262991703","","The clearance of endogenous creatinine in 20 burned patients, measured between the fourth and the 35th post-burn day, was a mean (+/- S.D.) of 172.1 p 48.4 ml  per minute per 1.73 m2; in eight normal subjects the mean value was 125.4 g- 10.4  (P less than 0.02). Thirteen patients had values more than 2 S.D. above the  normal mean. We confirmed this rise in glomerular filtration rate by measuring  inulin or iothalamate clearance in nine patients. The pharmacokinetics of  tobramycin were studied in 11 of the 20 patients and in eight normal subjects  receiving continuous intravenous infusions of the drug. An inverse correlation  was found between plasma half-life of the drug and creatinine clearance (r =  0.68, P less than 0.01). Increased creatinine clearances and shortened half-life  of tobramycin occurred mainly in younger patients. Glomerular filtration rates in  burned patients may rise to very high values and can be validly measured by  creatinine clearance. The plasma half-lives of drugs with predominantly urinary  excretion may decrease in patients with burns.","1978-10-26","2023-07-10 08:39:35","2023-07-10 09:00:02","","915-919","","17","299","","N Engl J Med","","","","","","","","eng","","","","","","","Place: United States PMID: 692596","","","","Adult; Humans; Middle Aged; Aged; Half-Life; *Glomerular Filtration Rate; Creatinine/metabolism; Iodine Radioisotopes; Anti-Bacterial Agents/*metabolism; Inulin; Burns/*physiopathology; Iothalamic Acid; Tobramycin/blood/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VNXLTYY","journalArticle","1988","Sugimoto, T.; Katoh, Y.; Matsumura, T.; Kishimoto, T.; Yamamoto, K.; Kanazawa, T.; Senju, M.; Maekawa, M.","[Pharmacokinetic study on oxalate in rats].","Hinyokika kiyo. Acta urologica Japonica","","0018-1994","","","The pharmacokinetics of oxalate were studied in normal and nephrectomized rats, using radioisotope-labelled oxalate to resolve the mechanism of calcium oxalate  stone formation. Plasma disappearance of 14C-oxalate was analyzed with a  2-compartment open model, and each compartment volume, the first-order rate  constant for elimination, and the first-order rate constant for transfer between  the central compartment and peripheral compartment were obtained. These values  were compared with those for inulin. In normal rats, the total distribution  volume was 57% of body weight for oxalate and 34% for inulin. The elimination  rate constant from the central compartment for oxalate was lower than that for  inulin, but oxalate had a much larger central compartment volume than inulin.  Thus, the total clearance of oxalate was greater than that of inulin. In  nephrectomized rats, total clearance of oxalate decreased to 1/6 of that in  normal rats, while total clearance of inulin decreased to 1/27 of that in normal  rats. These results suggest that oxalate is more diffusible than inulin, and that  oxalate is excreted mainly from the kidney.","1988-07","2023-07-10 08:39:35","2023-07-10 08:39:35","","1135-1140","","7","34","","Hinyokika Kiyo","","","","","","","","jpn","","","","","","","Place: Japan PMID: 3051947","","","","Male; Animals; Rats; Rats, Inbred Strains; Liver/metabolism; Kidney/*metabolism; Nephrectomy; Kidney Tubules/metabolism; Insulin/pharmacokinetics; Kidney Glomerulus/metabolism; Oxalates/*pharmacokinetics; Oxalic Acid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCIJ3XCC","journalArticle","1994","Mingrone, G.; Greco, A. V.; De Gaetano, A.; Tataranni, A.; Raguso, C.; Castagneto, M.","Pharmacokinetic profile of dodecanedioic acid, a proposed alternative fuel substrate.","JPEN. Journal of parenteral and enteral nutrition","","0148-6071","10.1177/0148607194018003225","","Dodecanedioic acid (C12), a saturated, aliphatic dicarboxylic acid with 12 carbon atoms, was given as an intravenous bolus (800 mumol/kg of body weight [kgBW]) in  male Wistar rats to study its pharmacokinetic profile. Because total plasma C12,  which results from the sum of both free and albumin binding fractions, was  measured by high-performance liquid chromatography, an in vitro experimental  session was carried out to determine the binding curve of C12 in rat plasma.  These data were then used to calculate the plasma C12 free fraction in in vivo  experiments. The best fit obtained for the experimental data of albumin binding  was obtained with the equation of reversible, saturable binding to one, two, or  three classes of noninteracting equivalent sites. Only a single binding site was  clearly identified with a dissociation constant of 147 mumol/L and a maximal  predicted binding of 1.57 mol/mol albumin. The urinary excretion of C12 was 3.90  +/- 1.62% of the administered dose. The pharmacokinetic analysis was performed by  one-compartment model with linear transfer to the tissues, taking into account  simultaneously both plasma concentration and urine excretion data. The apparent  volume of distribution of C12 was 0.248 +/- 0.035 L/kgBW, the apparent first  order rate constant to the tissues was 0.0535 +/- 0.0123 min-1 and that from  plasma to urine was 0.00206 +/- 0.00051 min-1. The C12 plasma half-life was 12.47  minutes. Renal clearance was 0.00051 L/kgBW per minute, whereas the systemic  clearance was 0.0138 L/kgBW per minute. Because the renal clearance was much less  than the rat inulin clearance reported in literature, the presence of C12 passive  back-diffusion was hypothesized.","1994-06","2023-07-10 08:39:35","2023-07-10 08:39:35","","225-230","","3","18","","JPEN J Parenter Enteral Nutr","","","","","","","","eng","","","","","","","Place: United States PMID: 8064997","","","","Male; Animals; Rats; Half-Life; Rats, Wistar; Chromatography, High Pressure Liquid; Binding Sites; Serum Albumin/metabolism; Dicarboxylic Acids/blood/*pharmacokinetics/urine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQANFSPA","journalArticle","1985","Gibson, D. M.; Cotler, S.; Spiegel, H. E.; Colburn, W. A.","Pharmacokinetics of recombinant leukocyte A interferon following various routes and modes of administration to the dog.","Journal of interferon research","","0197-8357","10.1089/jir.1985.5.403","","The pharmacokinetics of recombinant leukocyte A interferon (rIFN-alpha A) were studied following intravenous (i.v.) bolus, 60 min (i.v. inf.) infusion,  intramuscular (i.m.), subcutaneous (s.c.), and oral (p.o.) administrations to 15  male beagle dogs. Each animal received at least one 3 X 10(6) units/kg dose of  rIFN-alpha A by one of the five routes and/or modes of administration. Blood  samples were collected and the serum was separated and analyzed for rIFN-alpha A  concentrations by an enzyme immunoassay, ELISA. There were no measurable  rIFN-alpha A concentrations (less than 0.020 ng/ml) following oral  administration. In general serum rIFN-alpha A concentrations exceeded 100 ng/ml  following i.v. bolus and infusion doses then declined rapidly in a biphasic  manner. The volume of distribution at steady state Vdss ranged from 0.14 to 0.21  liters/kg after i.v. infusion. Total body serum clearance (ClB) ranged from 14.6  to 23.9 ml/min, which is about 50% the estimated inulin clearance in dogs. The  harmonic mean elimination half-lives ranged from 4.5 to 9.5 h. A prolonged  absorption profile was seen following i.m. and s.c. administrations and the  systemic bioavailability for both routes was 42% when compared with the i.v.  infusion. These appear to be the first pharmacokinetic profiles of rIFN-alpha A  reported in the dog.","1985","2023-07-10 08:39:35","2023-07-10 09:01:11","","403-408","","3","5","","J Interferon Res","","","","","","","","eng","","","","","","","Place: United States PMID: 4056487","","","","Humans; Male; Kinetics; Animals; Injections, Intravenous; Dogs; Injections, Subcutaneous; Injections, Intramuscular; Infusions, Parenteral; Interferon Type I/*administration & dosage/blood; Recombinant Proteins/*administration & dosage/blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPFCX4V9","journalArticle","2010","Shimokata, Tomoya; Ando, Yuichi; Yasuda, Yoshinari; Hamada, Akinobu; Kawada, Kenji; Saito, Hideyuki; Matsuo, Seiichi; Kondo, Masashi; Imaizumi, Kazuyoshi; Hasegawa, Yoshinori","Prospective evaluation of pharmacokinetically guided dosing of carboplatin in Japanese patients with cancer.","Cancer science","","1349-7006 1347-9032","10.1111/j.1349-7006.2010.01729.x","","The Calvert formula, that is, carboplatin dose (mg) = target area under the concentration versus time curve (AUC) × (glomerular filtration rate [GFR] + 25),  has not been validated in Japanese subjects in whom the GFR was accurately  measured. The purpose of this study is to evaluate the validity of this formula  for Japanese patients with cancer and modify it for this population. The GFR was  measured on the basis of inulin clearance, which is considered to reflect the  accurate GFR. Inulin clearance was measured in 28 patients with cancer. The  adjusted 24-h creatinine clearance (24-h Ccr) was unbiased (mean prediction error  [MPE] ± SE = -2.3 ± 4.5%) and acceptably precise (root mean squared error =  23.7%) for GFR assessment. The pharmacokinetics of carboplatin were analyzed in  21 patients with a GFR of 17.2-91.4 mL/min. The original Calvert formula  overestimated carboplatin clearance, resulting in an MPE of 14.3%. When we  revised the Calvert formula for Japanese patients by substituting a non-renal  clearance of 15 for 25, that is, dose = target AUC × (GFR + 15), the MPE  decreased to -0.1% (P < 0.001). We conclude that the adjusted 24-h Ccr is  acceptably precise for GFR assessment, and the non-renal clearance of carboplatin  is suggested to be lower in Japanese patients with cancer than in their Western  counterparts.","2010-12","2023-07-10 08:39:35","2023-07-10 08:58:30","","2601-2605","","12","101","","Cancer Sci","","","","","","","","eng","© 2010 Japanese Cancer Association.","","","","","","Place: England PMID: 20860621","","","","Humans; Male; Female; Middle Aged; Aged; Area Under Curve; Glomerular Filtration Rate; Asian People; Neoplasms/*drug therapy; Antineoplastic Agents/*administration & dosage/*pharmacokinetics; Carboplatin/*administration & dosage/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VC9QPQJ8","journalArticle","2005","Bibby, David C.; Talmadge, James E.; Dalal, Milind K.; Kurz, Scott G.; Chytil, Kevin M.; Barry, Stephen E.; Shand, David G.; Steiert, Matthias","Pharmacokinetics and biodistribution of RGD-targeted doxorubicin-loaded nanoparticles in tumor-bearing mice.","International journal of pharmaceutics","","0378-5173","10.1016/j.ijpharm.2004.12.021","","We report the biodistribution and pharmacokinetics (PK) of a cyclic RGD-doxorubicin-nanoparticle (NP) formulation in tumor-bearing mice. The NP core  was composed of inulin multi-methacrylate with a targeting peptide, cyclic RGD,  covalently attached to the NPs via PEG-400. Seventy-two percent of the  doxorubicin was attached to the NP matrix via an amide bond; 28% of doxorubicin  was entrapped as unconjugated drug. The PK of total, unconjugated and metabolized  doxorubicin was examined for 5 days following intravenous (i.v.) administration  of the NP formulation (250 microg doxorubicin equiv.), revealing a bi-exponential  fix with a terminal half-life of 5.99 h. In addition, the biodistribution studies  revealed decreasing drug concentrations over time in the heart, lung, kidney and  plasma and accumulating drug concentrations in the liver, spleen and tumor. The  drug concentration in these latter tissues peaked between 24 and 48 h with the  liver, spleen and tumor containing 56, 3.5 and 1.8% of the administered dose at  t=48 h, respectively. In contrast to all of the organs studied, the tumors  contained high levels of a doxorubicin metabolite.","2005-04-11","2023-07-10 08:39:35","2023-07-10 08:39:35","","281-290","","1-2","293","","Int J Pharm","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 15778066","","","","Female; Animals; Mice; Mice, Inbred BALB C; Drug Delivery Systems/*methods; Tissue Distribution/drug effects/physiology; *Nanostructures; Doxorubicin/*administration & dosage/*pharmacokinetics; Drug Screening Assays, Antitumor/methods; Mammary Neoplasms, Experimental/drug therapy/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
