"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3I9HSK7I","journalArticle","2021","Enebo, Lone B.; Berthelsen, Kasper K.; Kankam, Martin; Lund, Michael T.; Rubino, Domenica M.; Satylganova, Altynai; Lau, David C. W.","Safety, tolerability, pharmacokinetics, and pharmacodynamics of concomitant administration of multiple doses of cagrilintide with semaglutide 2·4 mg for  weight management: a randomised, controlled, phase 1b trial.","Lancet (London, England)","","1474-547X 0140-6736","10.1016/S0140-6736(21)00845-X","","BACKGROUND: Cagrilintide, a long-acting amylin analogue, and semaglutide 2·4 mg, a glucagon-like peptide-1 analogue, are both being investigated as options for  weight management. We aimed to determine the safety, tolerability,  pharmacokinetics, and pharmacodynamics of this drug combination. METHODS: In this  randomised, placebo-controlled, multiple-ascending dose, phase 1b trial,  individuals aged 18-55 years with a body-mass index 27·0-39·9 kg/m(2) and who  were otherwise healthy were recruited from a single centre in the USA. The trial  included six sequential overlapping cohorts, and in each cohort eligible  participants were randomly assigned (3:1) to once-weekly subcutaneous  cagrilintide (0·16, 0·30, 0·60, 1·2, 2·4, or 4·5 mg) or matched placebo, in  combination with once-weekly subcutaneous semaglutide 2·4 mg, without lifestyle  interventions. In each cohort, the doses of cagrilintide and semaglutide were  co-escalated in 4-week intervals to the desired dose over 16 weeks, participants  were treated at the target dose for 4 weeks, and then followed up for 5 weeks.  Participants, investigators, and the sponsor were masked to treatment assignment.  The primary endpoint was number of treatment-emergent adverse events from  baseline to end of follow-up. Secondary pharmacokinetic endpoints assessed from  day of last dose (week 19) to end of treatment (week 20) were area under the  plasma concentration-time curve from 0 to 168 h (AUC(0-168 h)) and maximum  concentration [C(max)] of cagrilintide and semaglutide; exploratory  pharmacokinetic endpoints were half-life, time to C(max) [t(max)], plasma  clearance, and volume of distribution of cagrilintide and semaglutide; and  exploratory pharmacodynamic endpoints were changes in bodyweight, glycaemic  parameters, and hormones. Safety, pharmacokinetic, and pharmacodynamic endpoints  were assessed in all participants who were exposed to at least one dose of study  drug. This study is registered with ClinicalTrials.gov, NCT03600480, and is now  complete. FINDINGS: Between July 25, 2018, and Dec 17, 2019, 285 individuals were  screened and 96 were randomly assigned to cagrilintide (0·16-2·4 mg group n=12;  4·5 mg group n=11) or placebo (n=24), in combination with semaglutide 2·4 mg, of  whom 95 were exposed to treatment (one patient in 0·60 mg cagrilintide group was  not exposed) and included in the safety and full analysis datasets. The mean age  was 40·6 years (SD 9·2), 56 (59%) of 95 participants were men and 51 (54%) were  Black or African American. Of 566 adverse events reported in 92 participants (69  [97%] of 71 participants assigned to 0·16-4·5 mg cagrilintide and 23 [96%] of 24  assigned to placebo), 207 (37%) were gastrointestinal disorders. Most adverse  events were mild to moderate in severity and the proportion of participants with  one or more adverse event was similar across treatment groups. Exposure was  proportional to cagrilintide dose and did not affect semaglutide exposure or  elimination. AUC(0-168 h) ranged from 926 nmol × h/L to 24 271 nmol × h/L, and  C(max) ranged from 6·14 nmol/L to 170 nmol/L with cagrilintide 0·16-4·5 mg.  AUC(0-168 h) ranged from 12 757 nmol × h/L to 15 305 nmol × h/L, and C(max)  ranged from 96·4 nmol/L to 120 nmol/L with semaglutide 2·4 mg. Cagrilintide  0·16-4·5 mg had a half-life of 159-195 h, with a median t(max) of 24-72 h.  Semaglutide 2·4 mg had a half-life of 145-165 h, with a median t(max) of 12-24 h.  Plasma clearance and volume of distribution for both cagrilintide and semaglutide  were similar across treatment groups. At week 20, mean percentage bodyweight  reductions were greater with cagrilintide 1·2 and 2·4 mg than with placebo (15·7%  [SE 1·6] for cagrilintide 1·2 mg and 17·1% [1·5] for cagrilintide 2·4 mg vs 9·8%  [1·2] for pooled placebo cohorts 1-5; estimated treatment difference of -6·0%  [95% CI -9·9 to -2·0] for cagrilintide 1·2 mg and -7·4% [-11·2 to -3·5] for  cagrilintide 2·4 mg vs pooled placebo), and with cagrilintide 4·5 mg than with  matched placebo (15·4% [1·3] vs 8·0% [2·2]; estimated treatment difference -7·4%  [-12·8 to -2·1]), all in combination with semaglutide 2·4 mg. Glycaemic  parameters improved in all treatment groups, independently of cagrilintide dose.  Changes in hormones were similar across treatment groups. INTERPRETATION:  Concomitant treatment with cagrilintide and semaglutide 2·4 mg was well tolerated  with an acceptable safety profile. Future larger and longer trials are needed to  fully assess the efficacy and safety of this treatment combination. FUNDING: Novo  Nordisk A/S.","2021-05-08","2023-07-17 11:18:56","2023-07-17 11:18:56","","1736-1748","","10286","397","","Lancet","","","","","","","","eng","Copyright © 2021 Elsevier Ltd. All rights reserved.","","","","","","Place: England PMID: 33894838","","","","Adult; Anti-Obesity Agents/*administration & dosage/pharmacokinetics/pharmacology; Double-Blind Method; Drug Therapy, Combination; Female; Glucagon-Like Peptides/*administration & dosage/pharmacokinetics/pharmacology; Humans; Injections; Islet Amyloid Polypeptide/*administration & dosage/adverse effects/pharmacokinetics; Male; Middle Aged; Obesity/*drug therapy; Weight Loss/*drug effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SMAFCM9","journalArticle","2018","Pratley, Richard E.; Aroda, Vanita R.; Lingvay, Ildiko; Lüdemann, Jörg; Andreassen, Camilla; Navarria, Andrea; Viljoen, Adie","Semaglutide versus dulaglutide once weekly in patients with type 2 diabetes (SUSTAIN 7): a randomised, open-label, phase 3b trial.","The lancet. Diabetes & endocrinology","","2213-8595 2213-8587","10.1016/S2213-8587(18)30024-X","","BACKGROUND: Despite common mechanisms of actions, glucagon-like peptide-1 receptor agonists differ in structure, pharmacokinetic profile, and clinical  effects. This head-to-head trial compared semaglutide with dulaglutide in  patients with inadequately controlled type 2 diabetes. METHODS: This was an  open-label, parallel-group, phase 3b trial done at 194 hospitals, clinical  institutions or private practices in 16 countries. Eligible patients were aged 18  years or older and had type 2 diabetes with HbA(1c) 7·0-10·5% (53·0-91·0  mmol/mol) on metformin monotherapy. Patients were randomly assigned (1:1:1:1) by  use of an interactive web-response system to once a week treatment with either  semaglutide 0·5 mg, dulaglutide 0·75 mg, semaglutide 1·0 mg, or dulaglutide 1·5  mg subcutaneously. The primary endpoint was change from baseline in percentage  HbA(1c); the confirmatory secondary endpoint was change in bodyweight, both at  week 40. The primary analysis population included all randomly assigned patients  exposed to at least one dose of trial product obtained while on treatment and  before the onset of rescue medication. The safety population included all  randomly assigned patients exposed to at least one dose of trial product obtained  while on treatment. The trial was powered for HbA(1c) non-inferiority (margin  0·4%) and bodyweight superiority. This trial is registered with  ClinicalTrials.gov, number NCT02648204. FINDINGS: Between Jan 6, 2016, and June  22, 2016, 1201 patients were randomly assigned to treatment; of these, 301 were  exposed to semaglutide 0·5 mg, 299 to dulaglutide 0·75 mg, 300 to semaglutide 1·0  mg, and 299 to dulaglutide 1·5 mg. 72 (6%) patients withdrew from the trial (22  receiving semaglutide 0·5 mg, 13 receiving dulaglutide 0·75 mg, 21 receiving  semaglutide 1·0 mg, and 16 receiving dulaglutide 1·5 mg). From overall baseline  mean, mean percentage HbA(1c) was reduced by 1·5 (SE 0·06) percentage points with  semaglutide 0·5 mg versus 1·1 (0·05) percentage points with dulaglutide 0·75 mg  (estimated treatment difference [ETD] -0·40 percentage points [95% CI -0·55 to  -0·25]; p<0·0001) and by 1·8 (0·06) percentage points with semaglutide 1·0 mg  versus 1·4 (0·06) percentage points with dulaglutide 1·5 mg (ETD -0·41 percentage  points [-0·57 to -0·25]; p<0·0001). From overall baseline mean, mean bodyweight  was reduced by 4·6 kg (SE 0·28) with semaglutide 0·5 mg compared with 2·3 kg  (0·27) with dulaglutide 0·75 mg (ETD -2·26 kg [-3·02 to -1·51]; p<0·0001) and by  6·5 kg (0·28) with semaglutide 1·0 mg compared with 3·0 kg (0·27) with  dulaglutide 1·5 mg (ETD -3·55 kg [-4·32 to -2·78]; p<0·0001). Gastrointestinal  disorders were the most frequently reported adverse event, occurring in 129 (43%)  of 301 patients receiving semaglutide 0·5 mg, 133 (44%) of 300 patients receiving  semaglutide 1·0 mg, 100 (33%) of 299 patients receiving dulaglutide 0·75 mg, and  in 143 (48%) of 299 patients receiving dulaglutide 1·5 mg. Gastrointestinal  disorders were also the most common reason for discontinuing treatment with  semaglutide and dulaglutide. There were six fatalities: one in each semaglutide  group and two in each dulaglutide group. INTERPRETATION: At low and high doses,  semaglutide was superior to dulaglutide in improving glycaemic control and  reducing bodyweight, enabling a significantly greater number of patients with  type 2 diabetes to achieve clinically meaningful glycaemic targets and weight  loss, with a similar safety profile. FUNDING: Novo Nordisk.","2018-04","2023-07-17 11:18:56","2023-07-17 11:18:56","","275-286","","4","6","","Lancet Diabetes Endocrinol","","","","","","","","eng","Copyright © 2018 Elsevier Ltd. All rights reserved.","","","","","","Place: England PMID: 29397376","","","","Blood Glucose/analysis; Body Weight; Diabetes Mellitus, Type 2/*drug therapy; Female; Glucagon-Like Peptides/*analogs & derivatives/therapeutic use; Humans; Hypoglycemic Agents/*therapeutic use; Immunoglobulin Fc Fragments/*therapeutic use; Male; Middle Aged; Prognosis; Recombinant Fusion Proteins/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"772IPPCX","journalArticle","2020","Bucheit, John D.; Pamulapati, Lauren G.; Carter, Nicole; Malloy, Kevin; Dixon, Dave L.; Sisson, Evan M.","Oral Semaglutide: A Review of the First Oral Glucagon-Like Peptide 1 Receptor Agonist.","Diabetes technology & therapeutics","","1557-8593 1520-9156","10.1089/dia.2019.0185","","Glucagon-like peptide 1 receptor agonists (GLP-1 RAs) are highly effective at lowering hemoglobin A1c (HbA1c) and facilitating weight loss. Four agents in the  GLP-1 RA class, albiglutide, liraglutide, dulaglutide, and semaglutide, also have  cardioprotective effects. However, subcutaneous administration of these agents  remains a major reason for their underutilization. A new coformulation of  semaglutide with sodium N-[8-(2-hydroxybenzoyl) amino caprylate (SNAC) is the  first oral GLP-1 RA reviewed by the U.S. Food and Drug Administration (FDA). The  SNAC technology prevents destruction of semaglutide in the stomach and  facilitates transcellular absorption through the gastric membrane enabling  semaglutide to reach systemic circulation intact. The oral formulation of  semaglutide was studied in the PIONEER trials, demonstrating similar efficacy to  the presently available GLP-1 RAs with regard to HbA1c lowering and weight loss.  Although the PIONEER 6 trial suggests positive effects on cardiovascular  mortality with oral semaglutide, these benefits may not fully be appreciated  until the completion of the SOUL trial.","2020-01","2023-07-17 11:18:56","2023-07-17 11:18:56","","10-18","","1","22","","Diabetes Technol Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 31436480","","","","Administration, Oral; Caprylates/*pharmacokinetics; Cardiovascular Diseases/etiology/prevention & control; Diabetes Mellitus, Type 2/complications/*drug therapy; Drug Delivery Systems; Glucagon-Like Peptide-1 Receptor/*agonists; Glucagon-Like Peptides/*administration & dosage/pharmacokinetics; Humans; Hypoglycemic Agents/*administration & dosage/pharmacokinetics; Oral GLP-1 receptor agonists; PIONEER trials; Renal Insufficiency, Chronic/etiology/prevention & control; Semaglutide; SNAC technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWP42YMM","journalArticle","2020","Anderson, Sarah L.; Beutel, Trevor R.; Trujillo, Jennifer M.","Oral semaglutide in type 2 diabetes.","Journal of diabetes and its complications","","1873-460X 1056-8727","10.1016/j.jdiacomp.2019.107520","","BACKGROUND: Previously, the only available glucagon-like peptide-1 receptor agonists (GLP-1 RA) were injectable. Approval of oral semaglutide (Rybelsus®)  represents the first orally available GLP-1 RA. OBJECTIVE: To review the  literature and describe pharmacologic, pharmacokinetic, and pharmacodynamics  properties; clinical safety; and efficacy of oral semaglutide, a newly approved  oral GLP-1 RA. METHODS: A MEDLINE (1995-October 2019) and ClinicalTrials.gov  search was conducted using the terms oral semaglutide, semaglutide, PIONEER, and  a combination of those terms. Reference citations from publications identified  were also reviewed. All English-language studies, including abstracts, evaluating  oral semaglutide use in humans were included in this review. CONCLUSIONS: The  approval of oral semaglutide (Rybelsus®) represents a paradigm shift in the  management of T2D as this is the first FDA-approved oral GLP-1 RA. Oral  semaglutide may be an attractive option for patients with T2D who require  improved glycemic control, would like to lose weight, and who are not interested  in injectable therapy. However, the lack of positive cardiovascular (CV) and  renal data are significant limitations to its use.","2020-04","2023-07-17 11:18:56","2023-07-17 11:18:56","","107520","","4","34","","J Diabetes Complications","","","","","","","","eng","Copyright © 2020 Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 31952996","","","","Administration, Oral; Body Weight/drug effects; Cardiovascular System/drug effects; Diabetes Mellitus, Type 2/blood/*drug therapy/epidemiology; Glucagon-like peptide-1 receptor agonist; Glucagon-Like Peptides/*administration & dosage/adverse effects/pharmacokinetics; Glycemic Control/methods/statistics & numerical data; Humans; Hypoglycemic Agents/administration & dosage/adverse effects; Oral semaglutide; Rybelsus; Treatment Outcome; Type 2 diabetes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2Y7D6EN","journalArticle","2020","Lin, Chen-Hsiu; Shao, Li; Zhang, Yu-Mei; Tu, Yu-Ju; Zhang, Yuzhen; Tomlinson, Brian; Chan, Paul; Liu, Zhongmin","An evaluation of liraglutide including its efficacy and safety for the treatment of obesity.","Expert opinion on pharmacotherapy","","1744-7666 1465-6566","10.1080/14656566.2019.1695779","","Introduction: The prevalence of obesity is increasing worldwide and associated conditions, particularly type 2 diabetes mellitus (T2DM), also show increasing  prevalence. Lifestyle intervention should be the first line of management for  obesity but additional pharmacotherapy is often required and bariatric surgery is  appropriate in more severe cases. Drugs acting as glucagon-like peptide-1  receptor agonists (GLP-1RAs) developed for the management of T2DM reduce body  weight and liraglutide is the first GLP-1RA to be approved for the treatment of  obesity in patients with and without T2DM.Areas covered: In this review of  relevant published material, the authors summarize the pharmacokinetics,  pharmacodynamics, clinical efficacy and safety of liraglutide for the treatment  of obesity.Expert opinion: Liraglutide effectively reduces body weight and body  fat through mechanisms involving reduced appetite and lowered energy intake,  independent of its glucose-lowering effects. Like most of the other medications  currently available for obesity, liraglutide has some common adverse effects,  although generally not serious ones. Liraglutide has additional benefits in  reducing cardiovascular events in patients with T2DM but the cost and the need  for daily injections may limit its use in obesity. Newer GLP-1RAs, such as  semaglutide, or other drugs in development for obesity may have advantages over  liraglutide.","2020-02","2023-07-17 11:18:56","2023-07-17 11:18:56","","275-285","","3","21","","Expert Opin Pharmacother","","","","","","","","eng","","","","","","","Place: England PMID: 31790314","","","","Body Weight/drug effects; Diabetes Mellitus, Type 2/drug therapy; GLP-1 receptor agonist; Glucagon-Like Peptide-1 Receptor/agonists; Glucagon-Like Peptides/therapeutic use; Humans; Hypoglycemic Agents/*therapeutic use; liraglutide; Liraglutide/*therapeutic use; obesity; Obesity/*drug therapy; semaglutide; type 2 diabetes mellitus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IY6QBKU","journalArticle","2021","Hauge, Camilla; Breitschaft, Astrid; Hartoft-Nielsen, Marie-Louise; Jensen, Simon; Bækdal, Tine A.","Effect of oral semaglutide on the pharmacokinetics of thyroxine after dosing of levothyroxine and the influence of co-administered tablets on the  pharmacokinetics of oral semaglutide in healthy subjects: an open-label,  one-sequence crossover, single-center, multiple-dose, two-part trial.","Expert opinion on drug metabolism & toxicology","","1744-7607 1742-5255","10.1080/17425255.2021.1955856","","BACKGROUND: Oral semaglutide comprises the glucagon-like peptide-1 analog, semaglutide, and sodium N-(8-[2-hydroxybenzoyl] amino) caprylate (SNAC).  Levothyroxine has similar dosing conditions to oral semaglutide. This trial  investigated if oral semaglutide co-administered with levothyroxine affects  thyroxine (T(4)) exposure and if multiple placebo tablets co-administered with  oral semaglutide affect semaglutide exposure. RESEARCH DESIGN AND METHODS: In  this one-sequence crossover trial, 45 healthy subjects received levothyroxine  (600 μg single-dose) alone, or with concomitant SNAC 300 mg or concomitant oral  semaglutide 14 mg at steady-state. Subjects also received oral semaglutide 14 mg  at steady-state alone or with five placebo tablets once-daily for 5 weeks.  RESULTS: A 33% increase in total T(4) exposure was observed with  levothyroxine/oral semaglutide vs levothyroxine alone, but baseline-corrected  maximum concentration (C(max)) was unaffected. SNAC alone did not affect total  T(4) exposure, whereas C(max) was slightly decreased. A 34% decrease in  semaglutide exposure was observed when oral semaglutide was co-administered with  placebo tablets, and C(max) also decreased. CONCLUSIONS: Levothyroxine  pharmacokinetics were influenced by co-administration with oral semaglutide.  Monitoring of thyroid parameters should be considered when treating patients with  both oral semaglutide and levothyroxine. Oral semaglutide exposure was influenced  by co-administration with multiple tablets, which is addressed in the dosing  guidance.","2021-09","2023-07-17 11:18:56","2023-07-17 11:18:56","","1139-1148","","9","17","","Expert Opin Drug Metab Toxicol","","","","","","","","eng","","","","","","","Place: England PMID: 34289755","","","","Administration, Oral; Adult; Cross-Over Studies; Drug Interactions; Drug–drug interaction; Female; glucagon-like peptide-1 agonist; Glucagon-Like Peptides/*administration & dosage/pharmacokinetics/pharmacology; Humans; Hypoglycemic Agents/*administration & dosage/pharmacokinetics/pharmacology; levothyroxine; Male; oral semaglutide; pharmacokinetics; Tablets; Thyroxine/*administration & dosage/pharmacokinetics/pharmacology; type 2 diabetes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26D7YIGP","journalArticle","2022","Meier, Juris J.; Granhall, Charlotte; Hoevelmann, Ulrike; Navarria, Andrea; Plum-Moerschel, Leona; Ramesh, Chethana; Tannapfel, Andrea; Kapitza, Christoph","Effect of upper gastrointestinal disease on the pharmacokinetics of oral semaglutide in subjects with type 2 diabetes.","Diabetes, obesity & metabolism","","1463-1326 1462-8902","10.1111/dom.14632","","AIM: To investigate whether upper gastrointestinal (GI) disease has any effect on the exposure of oral semaglutide, an important consideration given that its  absorption occurs primarily in the stomach. MATERIALS AND METHODS: In an  open-label, parallel-group trial (NCT02877355), subjects aged 18-80 years with  type 2 diabetes with mild-to-moderate upper GI disease (N = 36; chronic gastritis  [n = 5], gastroesophageal reflux disease [n = 8], and both [n = 23]) or without  upper GI disease (N = 19) received oral semaglutide 3 mg once daily for 5 days,  followed by 7 mg for 5 days. The primary and key supportive endpoints were the  area under the semaglutide plasma concentration-time curve (AUC) from 0 to  24 hours after last trial product administration on day 10 (AUC(0-24h,day10) )  and the maximum semaglutide plasma concentration (C(max,day10) ), respectively.  RESULTS: Semaglutide exposure was not statistically significantly different  between subjects with and without upper GI disease. Estimated group ratios  (subjects with/without upper GI disease) were 1.18 (95% confidence interval [CI],  0.80, 1.75) for AUC(0-24h,day10) and 1.16 (95% CI, 0.77, 1.76) for C(max) . Time  to C(max) and semaglutide half-life were similar in subjects with and without  upper GI disease. Oral semaglutide was well tolerated; all adverse events were  mild-to-moderate, with no withdrawals because of adverse events. CONCLUSIONS:  There was no significant difference in exposure to oral semaglutide in subjects  with or without upper GI disease, hence no dose adjustment is required.","2022-04","2023-07-17 11:18:56","2023-07-17 11:18:56","","684-692","","4","24","","Diabetes Obes Metab","","","","","","","","eng","© 2021 The Authors. Diabetes, Obesity and Metabolism published by John Wiley & Sons Ltd.","","","","","","Place: England PMID: 34957654","","","","*Diabetes Mellitus, Type 2/chemically induced/complications/drug therapy; *Gastrointestinal Diseases/chemically induced/drug therapy; Administration, Oral; Adolescent; Adult; Aged; Aged, 80 and over; GLP-1RA; Glucagon-Like Peptides; Humans; Hypoglycemic Agents; Middle Aged; pharmacokinetics; type 2 diabetes; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z5BAMGL","journalArticle","2023","Al-Horani, Rami A.; Chedid, Milad","Tirzepatide: A New Generation Therapeutic for Diabetes Type 2.","Endocrine, metabolic & immune disorders drug targets","","2212-3873 1871-5303","10.2174/1871530322666221004151212","","Tirzepatide (mounjaro(®)) is a derivative of the human glucose-dependent insulinotropic polypeptide (GIP) hormone with a position-20 being modified with  1,20- eicosanedioic acid via a chemical linker. It acts as a glucagon-like  peptide-1 (GLP-1) receptor and GIP receptor agonist. It has recently been  approved by FDA as an adjunct therapy to exercise and diet to improve glycemic  control in patients with type II diabetes mellitus (T2DM). It represents a new  transforming paradigm in the management of T2DM. This mini-review will shed light  on its different pharmacokinetic and pharmacodynamic aspects.","2023","2023-07-17 11:18:56","2023-07-17 11:18:56","","1046-1050","","8","23","","Endocr Metab Immune Disord Drug Targets","","","","","","","","eng","Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.","","","","","","Place: United Arab Emirates PMID: 36200219","","","","*Diabetes Mellitus, Type 2/drug therapy; Dulaglutide; Gastric Inhibitory Polypeptide/therapeutic use/pharmacology; GIP; GLP-1; Glucagon-Like Peptide-1 Receptor/agonists; Humans; Hypoglycemic Agents/therapeutic use/pharmacology; Semaglutide; T2DM; Tirzepatide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NF624Z8P","journalArticle","2020","Powell, Jason; Piszczatoski, Chris; Taylor, James R.","Oral Semaglutide: The First-available Noninjectable Glucagon-like Peptide 1 Receptor Agonist.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2020.07.017","","PURPOSE: There are roughly 30 million Americans diagnosed with diabetes mellitus (DM), with nearly 95% of these cases being type 2 (T2)-DM. The American Diabetes  Association continues to recommend metformin as the first-line initial treatment  of T2DM, in combination with lifestyle modifications; yet, many require multiple  therapies to achieve adequate glycemic control. In patients with atherosclerotic  cardiovascular disease, heart failure, or chronic kidney disease, adding a  glucagon-like peptide 1 receptor agonist is a preferred treatment option;  however, many patients are apprehensive about injecting medications. Semaglutide  is the first oral option in this life-saving medication class. The purpose of  this article was to review the pharmacology, clinical trials, safety profile,  along with recommended dosing and costs, of oral semaglutide used for managing  patients with T2DM. METHODS: A search through the PubMed, MEDLINE and Cochrane  libraries was conducted for literature published from January 2017 through  December 2020, using the key word semaglutide. Articles were selected if they  were related to the approval of oral semaglutide or provided novel clinical  information regarding this drug entity in its oral dosage formulation. FINDINGS:  Three Phase II studies of the pharmacokinetic properties and Phase III trials  from the PIONEER series were ultimately selected, as these trials were thought to  provide pivotal information to the US Food and Drug Administration for the  approval of oral semaglutide. IMPLICATIONS: On review of the literature, it  appeared that semaglutide is a viable option in treating T2DM. The use of this  medication has been associated with glycosylated hemoglobin lowering similar to  that with the injectable medication in its same class. Semaglutide was also  showed some potential in preventing cardiovascular events as well as increasing  weight loss.","2020-10","2023-07-17 11:18:56","2023-07-17 11:18:56","","2100-2116","","10","42","","Clin Ther","","","","","","","","eng","Published by Elsevier Inc.","","","","","","Place: United States PMID: 32873415","","","","Administration, Oral; diabetes; Diabetes Mellitus, Type 2/drug therapy; GLP-1 receptor agonists; Glucagon-Like Peptide-1 Receptor/*agonists; Glucagon-Like Peptides/*administration & dosage; Glycated Hemoglobin/metabolism; Humans; Hypoglycemic Agents/*therapeutic use; Metformin/therapeutic use; oral antidiabetics; Renal Insufficiency, Chronic/complications; semaglutide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWBB5K42","journalArticle","2018","Hedrington, Maka S.; Tsiskarishvili, Ana; Davis, Stephen N.","Subcutaneous semaglutide (NN9535) for the treatment of type 2 diabetes.","Expert opinion on biological therapy","","1744-7682 1471-2598","10.1080/14712598.2018.1439014","","It is critical for individuals with type 2 diabetes mellitus (T2DM) to maintain optimal glycemia while avoiding hypoglycemia, control body weight, and reduce  cardiovascular risk. The GLP-1 receptor agonists stimulate glucose-dependent  insulin release (low risk of hypoglycemia), inhibit glucagon secretion, slow  gastric emptying and suppress appetite (weight loss). The new members of the  class are available as once daily or weekly injections. Additionally, some  members of the class have demonstrated reduced cardiovascular risk. Areas  covered: This manuscript describes semaglutide - a new investigational long  acting GLP-1 receptor agonist. The key trials from the clinical development  process are reviewed and important end-points highlighted. Expert opinion:  Once-weekly semaglutide has shown superiority in reducing glycosylated hemoglobin  and body weight in comparison with placebo and active comparators when used as  monotherapy or in combination treatment. In addition, semaglutide improved  markers of β-cell function and have shown cardiovascular risk reduction similar  to once daily liraglutide. Although, overall semaglutide safety was comparable to  other GLP-1 receptor agonists (low risk of hypoglycemia and high frequency of  gastrointestinal side effects), increase in retinopathy complications requires  further investigation.","2018-03","2023-07-17 11:18:56","2023-07-17 11:18:56","","343-351","","3","18","","Expert Opin Biol Ther","","","","","","","","eng","","","","","","","Place: England PMID: 29431519","","","","anti-hyperglycemic; Blood Glucose/analysis; Body Weight; Clinical Trials as Topic; Diabetes; Diabetes Mellitus, Type 2/*drug therapy; GLP-1; Glucagon-Like Peptide-1 Receptor/agonists/metabolism; Glucagon-Like Peptides/chemistry/pharmacokinetics/*therapeutic use; glucose; Glycated Hemoglobin/analysis; Humans; Hypoglycemic Agents/chemistry/pharmacokinetics/*therapeutic use; Injections, Subcutaneous; semaglutide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
